,Section ID,Text Section,Title,Author,Translated Text
447978,Data/tlg3135tlg004opp-grc1_clean.xml1-0-0-14-12-0,"
			 Περὶ πατριαρχῶν. περὶ τῶν παρὰ τοῦ Χαγάνου
πωλουμένων αἰχμαλώτων, οὑς ὁ βασιλεὺς
Μαυρίκιος οὐκ ὠνήσατο. ὅτι μὴ ὠνησαμένου τοῦ
βασιλέως τοὺς αἰχμαλώτους ὁ Χαγάνος πάντας ἀνεῖ-
λεν. ὅτι διὰ τὴν τῶν αἰχμαλώτων ἀπώλειαν ἐμισήθη
ὁ βασιλεὺς καὶ ὁ δῆμος ἐστασίασεν. 1) ὅτι τῷ υἱῷ
αὐτοῦ γυναῖκα ὁ βασιλεὺς συνέζευξεν. περὶ τοῦ
ὀνείρου, ὃ ὁ βασιλεὺς ἐθεάσατο. 2)] ὅτι ἐδέετο ὁ βα-
σιλεὺς τοῦ θεοῦ ἐνταῦθα δίκας ἐκτῖσαι. ὅτι στα-
σιάσαν τὸ στρατιωτικὸν τὸν Φωκᾶν ἀνηγόρευσε
βασιλέα.
		",Argumenta,Joannes Zonaras,None
450455,Data/tlg4089tlg0031st1K-grc1_clean.xml1-0-0-3-11-6,"
			Ἐγὼ δὲ Λιβερίου τοῦ πανευφήμου τὴν ὑπὲρ τῆς ἀληθείας παῤῥησίαν, καὶ τοὺς
                        ἀξιαγάστους λόγους, οἷς ἐχρήσατο πρὸς Κωνστάντιον, ἐνθεῖναι βούλομαι τῇ
                        συγγραφῇ. Ἀνάγραπτοι γὰρ παρὰ τῶν τηνικαῦτα φιλοθέων γεγένηνται, ὡς ἱκανοὶ
                        παραθῆξαι καὶ διεγεῖραι πρὸς ζῆλον τῶν θείων τοὺς ἐραστάς. 
		",Historia Ecclesiastica,"Theodoret, Bishop of Cyrus",None
450535,Data/tlg4089tlg0031st1K-grc1_clean.xml1-0-0-3-25-2,"
			Ταύτης ἐπίσκοπος ἦν, καὶ πολιοῦχος, καὶ στρατηγὸς Ἰάκωβος, οὖ καὶ πρόσθεν
                        ἐμνήσθην. Τῆς δὲ ἀποστολικῆς χάριτος τὰς ἀκτῖνας οὗτος ἠφίει. Τούτου τὰς
                        ἀξιαγάστους καὶ πολυῦμνήτους θαυματουργίας ἐν τῇ Φιλοθέῳ ἱστορίᾳ συγγράψας,
                        περιττὸν οἶμαι καὶ παρέλκον αὖθις ταύτας ἀπαριθμήσασθαι. 
		",Historia Ecclesiastica,"Theodoret, Bishop of Cyrus",None
450669,Data/tlg4089tlg0031st1K-grc1_clean.xml1-0-0-5-1-1,"
			Ἐπὶ τούτοις ἡσθεὶς ὁ βασιλεὺς τοῖς λόγοις, ἐβουλεύετο λοιπὸν περὶ τῆς τῶν
                        κοινῶν σωτηρίας, καὶ ὅπως ἐκ τῆς πολεμίας ἀπήμαντον ἀπαγάγοι τὴν στρατιάν.
                        Οὐκ ἐδεήθη δὲ βουλευμάτων πολλῶν, ἀλλὰ τῶν τῆς εὐσεβείας σπερμάτων ἐτρύγησε
                        τοὺς καρπούς. 
		",Historia Ecclesiastica,"Theodoret, Bishop of Cyrus",None
450758,Data/tlg4089tlg0031st1K-grc1_clean.xml1-0-0-5-14-3-0,"
			Μεμάθηκα, ἔφη, τὰς κατὰ τῶν θείων θεραπόντων
                            τυρευθείσας ἐπιβουλὰς, καὶ θέλω τοὺς ὁμοπίστους καταλαβεῖν, ἱμειρομένη
                            ἵνα σὺν ἐκείνοις δέξωμαι τὰς ὑφ̓ ὑμῶν ἐπιφερομένας σφαγάς.— Τὸ δὲ
                            βρέφος, ἔφη ὁ ὕπαρχος, τί δή ποτε φέρεις;
		",Historia Ecclesiastica,"Theodoret, Bishop of Cyrus",None
450875,Data/tlg4089tlg0031st1K-grc1_clean.xml1-0-0-6-3-2,"
			Εὐσέβιον δὲ Χαλκίδος, Κύρου δὲ τῆς ἡμετέρας Ἰσίδωρον: ἀξιαγάστω δὲ ἤστην
                        ἄμφω, καὶ ζήλῳ θείῳ κεκοσμημένω. Φασὶ δὲ αὐτὸν καὶ Εὐλόγιον ἐκεῖνον, τὸν
                        ὑπὲρ τῶν ἀποστολικῶν ἠγωνισμένον δογμάτων, 
		",Historia Ecclesiastica,"Theodoret, Bishop of Cyrus",None
451781,Data/tlg2042tlg0581st1K-grc1_clean.xml1-0-0-9-4-0,"
			Ἐὰν μὴ ἐπιστραφῆτε, ἕως τοὺ, καταβήσεται,
κ. τ. ἑ. Μήποτε παρασεσιωπημένως (51) ταῦτα
περὶ τοῦ διαβόλου εἵρηται. Οὗτος γὰρ πρὸς τούτοις
καὶ ὠδίνησεν ἀδικίαν καὶ τὰ ἐξῆς, ὀργὴ τυγχάνων.
Ὁ Πατὴρ δὲ τοῦ εἰπόντος· « Ἐγώ εἰμι ἡ ζωὴ, » οὐχ
ἑτοιμάζει ἐν τῷ τόξῳ αὐτοῦ σκεύη θανάτου· τίθησι
γοῦν τὸ τόξον αὐτοῦ ἐν τῇ νεφέλῃ, ἵνα μὴ ἐπαγάγῃ
ὕδωρ κατακλυσμοῦ ἐπὶ τὴν γῆν. Διὸ περὶ τοῦ διαβόλου
ταῦτα λέγεσθαι νομιστέον. Καὶ πεπυρωμένα
τοῦ πονηροῦ ἐστιν, ἂ ἐξειργάσατο τοῖς καιομένοις καὶ
πυρουμένοις ὑπὸ παθῶν.
		",Selecta in Psalmos [Dub.],Origen,None
451908,Data/tlg2042tlg0581st1K-grc1_clean.xml1-0-0-22-4-0,"
			Οὐ μὴ συναγάγω τὰς συναγωγὰς αὐτῶν ἐξ αἱμάτων·
οὐδὲ μὴ μνησθῶ τῶν ὀνομάτων αὐτῶν
διὰ χειλέων μου, κ. τ. ἑ. Ἄντικρυς μείζονος (29)
παρὰ τοὺς πολλοὺς αἱ φωναὶ, καὶ οὐκ ἄλλου ἥ Χριστοῦ·
οὗτος γὰρ συνάγων οὐ συνάγει ἐξ αἱμάτων
συναγωγὰς, οὐδὲ μέμνηται ὀνομάτων ἔτι ἐξ αὶμάτων.
Ἤ οὕτως· Οὐχ ὡς Ἔλληνες καὶ οἱ Ἰουδαῖοι, κἀγὼ
σπείσω τὰς σπονδὰς ἐξ αἱμάτων. Οὕτω γὰρ ἕτερος
ἡρμήνευσεν· « Οὐ σπείσω τὰς σπονδὰς αὐτῶν ἐξ αἱμάτων,
» ἀλλὰ παραδώσω καινὰ μυστήρια πᾶσι καὶ
θυσίαν ἀναίμακτον· ἀλλʼ οὐδὲ μνησθήσομαι τῶν παλαιῶν
ὀνομάτων αὐτῶν· ἐλέγοντο γὰρ βέβηλοι καὶ
εἰδωλοθύται· ἀλλὰ δώσω αὐτοῖς ἀκούειν οἱ εὐσεβεῖς
καὶ ἅγιοι. Ἤ καὶ οὕτως· Οὐ καθάπαξ λέγει μὴ συνάξειν
τὰς συναγωγὰς αὐτῶν, ἀλλ᾿ ἐξ αἱμάτων.οὐδὲ
μὴ μνησθῆναι τῶν ὀνομάτων αὐτῶν ἀπολελυμένως.
ἀλλʼ ἥ« διὰ χειλέων.» Μήποτʼ οδν ἐπεί εἰσί τινες συνἀγοντες
συναγωγὰς ἐξ αἱμάτων ἐκχέοντες αὐτὰ διὰ
τοῦ βλάπτειν τοὺς συναγομένους, αὐτὸς ὠφελῶν,
μᾶλλον δὲ ζωοποιῶν τοὺς προκαλουμένους, οὐκ ἐξ
αἱμάτων, ἀλλʼ ἐκ τῆς ἀθανασίας συνάγει αὐτοὺς, τῶν
προσηγοριῶν αὐτῶν μεμνημένος οὐκ ἐξ ἐπιπολῆς,
ἀλλʼ ἐκ διαθέσεως βάθος ἐχούσης, καὶ οὐ προφορᾷ.
ἀλλὰ βαθείᾳ νοήσει. Ἥ· Εἰ καὶ πολλοὶ ἀπεκτάνθησαν
ἅγιοι, ἀλλὰ οὐκ ἐν τούτων τοῖς αἵμασιν αἱ συναγωγαὶ,
ἀλλὰ τῷ ἐνὶ Χριστοῦ τοῦ ἀμνοῦ.
		",Selecta in Psalmos [Dub.],Origen,None
452632,Data/tlg2042tlg0581st1K-grc1_clean.xml1-0-0-54-6-0,"
			Συναγάγετε αὐτῷ τοὺς ὁσίους αὐτοῦ, τοὺς
διατιθεμένους τὴν Διαθήκην αὐτοῦ ἐπὶ θυσίαις.
Καὶ ἀναγγελοῦσιν οἱ οὐρανοὶ τὴν δικαιοσύνην
αὺτοῦ, ὅτι Θεὸς κριτής ἐστι, κ. τ. ἑ. Ἢ οὐρανοὶ
(99) οἱ «τὴν εἰκόνα » φοροῦντες οτοῦ ἐπουρανίου.»

		",Selecta in Psalmos [Dub.],Origen,None
453329,Data/tlg2042tlg0581st1K-grc1_clean.xml1-0-0-102-4-0,"
			Μὴ ἀναγάγῃς με ἐν ἡμίσει μερῶν μου, κ. τ. ἑ.
Τῶν γινομένων ἡμερῶν ὑπὸ τοῦ ἡλίου τῆς δικαιοσύνης.
		",Selecta in Psalmos [Dub.],Origen,None
453649,Data/tlg2042tlg0581st1K-grc1_clean.xml1-0-0-119-6-0,"
			Οἴμοι· ὅτι ἡ παροικία μου ἐμακρύνθη, κατκήνωσα
μετὰ τῶν σκηνωμάτων Κηδὰρ, κ. τ. ἑ.
κ ἔστι (46) τοῦ αὐτοῦ λέγειν· « Μὴ ἀναγάγῃς με
ἡμίσει ἡμερῶν μου· » καὶ τό· « Οἴμοι, ὅτι ἡ
ροικία μου ἐμακρύνθη. » Ἤ τάχα ἡμέρας ἐκεῖ λέἃς
ὁ φόβος τοῦ Κυρίου κατὰ τὸν Σολομῶντα

		",Selecta in Psalmos [Dub.],Origen,None
468918,Data/tlg5026tlg007First1K-grc1_clean.xml1-0-0-1-2-1-91,"
			89. σῖτον ἔδοντες] ἵνα ἀπροσδόκητόν τι ἐπαγάγῃ· οὐ γὰρ ἦσαν
σῖτον ἔδοντες. ἐπηκολούθει τῇ παραθέσει τοῦ λωτοῦ ὄλεθρος, ὥστε
καὶ ἡ εὔνοια καὶ ἡ φιλανθρωπία τὸν ὄλεθρον περιεῖλε τῶν εὐτυχούντων
ὑπὸ ἡδονῶν τοῦ ἐδέσματος. T.
		",Scholia in Odysseam,Scholia in Homerum,None
469587,Data/tlg5026tlg007First1K-grc1_clean.xml1-0-0-1-3-2-417,"
			560. ἀστραγάλων] ἀστράγαλον τοῦ αὐχένος λέγει. H.
		",Scholia in Odysseam,Scholia in Homerum,None
470013,Data/tlg5026tlg007First1K-grc1_clean.xml1-0-0-1-4-1-487,"
			603. καλλίσφυρον Ἥβην] τὴν Ἥβην τὴν καλλίσφυρον. ταύτην
δὲ καλλίσφυρον ὁ ποιητὴς λέγει ὡς ἰσχυρὰ ἔχουσαν τὰ σφυρὰ, ἤτοι
τοὺς ἀστραγάλους, οἷς τὸ ὅλον σῶμα ἀνέχεσθαι πέφυκεν. Q. καλὴ, 
		",Scholia in Odysseam,Scholia in Homerum,None
470048,Data/tlg5026tlg007First1K-grc1_clean.xml1-0-0-1-5-1-9,"
			10. Ἕλπήνορα] οὗτος ἦν ὁ τοῦ Ὀδυσσέως φίλος, ὃς πρὸ τοῦ ἐξελ-
θεῖν τῆς νήσου ταύτης, ἤγουν τῆς Αἰαίας, τὸ πρὶν κατεκρημνίσθη τοῦ
στέγους, καὶ ἐθλάσθη τοὺς ἀστραγάλους τοῦ αὐχένος αὐτοῦ. H. 
		",Scholia in Odysseam,Scholia in Homerum,None
470625,Data/tlg5026tlg007First1K-grc1_clean.xml1-0-0-1-6-1-328,"
			438. πυκνὰ ῥωγαλέην] ἤτοι συνεχεῖς ἔχουσαν ῥαγάδας, ἢ πολλῶν
ῥηγμάτων πεπληρωμένην, ἢ συνεσχισμένην. Q.V.
		",Scholia in Odysseam,Scholia in Homerum,None
470927,Data/tlg5026tlg007First1K-grc1_clean.xml1-0-0-1-7-1-357,"
			παρεῖχε τὰς ἀμοιβὰς καὶ ἐναλλαγάς. ἢ παρεκέσκετο, παρέκειτο
ἀμοιβὰς ἐσθὴς ἐναλλασσομένη. V.
		",Scholia in Odysseam,Scholia in Homerum,None
471754,Data/tlg5026tlg007First1K-grc1_clean.xml1-0-0-1-11-3-72,"
			115. ἀνάξομεν Ἤπειρόνδε] ἀναχθῆναι ποιήσομεν. B.Q.V. νῆσος
γὰρ ἡ Ἰθάκη. B.Q. ἀπαγάγωμεν. V.
		",Scholia in Odysseam,Scholia in Homerum,None
471778,Data/tlg5026tlg007First1K-grc1_clean.xml1-0-0-1-11-3-100,"
			2. ὁποῖον H. ποῖον B. Q. 19. 20. In H. est οὐκ ἀλαζονικῶς
ἐπάγει] ἐπαγάγει Maii editio. πρόσεισιν, ἀλλʼ ἐλπιοῦσα (corr. ἐλπιδο-
3. ἐπαιρόμενος (συνεξαιρόμενος Eu- ποιοῦσα, quo verbo utitur schol. in-
stath. p. 1840, 51.)—ταπεινούμενος] fra v. 261. ἐλπιδοκοπήσασα est ap.
ἐπαιρόμενοι—ταπεινούμενοι H. Eustath. p.1841, 48.) αὐτοὺς, ἵνα μὴ
4. ἡμέραν H. μέρα B. Q. δοκῇ φεύγειν αὐτῶν τὴν συντυχίαν.
6. Ad ἔρεξα v. 138. in H. anno- 20. τὸ] τῷ V.
tatum γρ. ἔρεζα (?)
23. οὐ χρειῶδες] οὐ χρειώδη H. ἀ-
14. πλήρης ὁ καί] Observatio sæ- χριῶδες B. Q.
pius repetita. Vid. ad α, 175. 24. ἁρμοζόμενον] ἁρμοζομένῳ H.
15. διὰ τοῦ] διὰ τὸ H.

		",Scholia in Odysseam,Scholia in Homerum,None
473399,Data/tlg4015tlg009opp-grc1_clean.xml1-0-0-0-118,"
			1 συνιφισταμένης operarum errore t 4 καὶ (ante αὐτὴν) om. Mt 11 αὑτῆς scripsi:
αὐτοῦ libri εἴτε] οὗτε utrobique primitus L οὔ LKM: μή t 14. 15 κοινῆς
φύσεως (ante ἐν) LK: φύσεως κοινῆς Mt 15 λέγοιντο L 16 μόνον ora. Κ
19. 20 οὐδ’ ὅτι οὐ γέγονε om. L 21 ἢ γέγονεν ὁ κόσμος Κ: fort, ἢ εἰ γέγ. ὁ κόσμος
21. 22 ἐξ ὄντων ἢ ἐξ οὐκ ὄντων om.L 24 παραγάγοιτο L 25 post τὸ ὂν addit καὶ
ὡς superscr. L-) οὐκ ἀδύνατον L τοσαῦτα] ‘superscr. quaedam L 2 ὡς—ἡγείσθω
om. L ὡς om. Κ ἡγείσθω] εἰρήσθω Diels, ἀρκείτω ego conieci 26 ἱκανῶς
γεγθμνασμένων L 27 ὁ Ἀριστοτέλης om. L 27. 28 τούτους τοὺς ἄνδρας L
29 παρμενίδης LK : μέλισσος (v. Zeller Ι 4 p. 561 et 662,2) Mt 30 ὕδωρ libri: immo
γῆν d. p. 22,2, c 6r54 sqq. idem error in iuterpolatis d 4r33 34 προστάσεων Κ
		",In Aristotelis Physicorum Libros Commentaria,Joannes Philoponus,None
473531,Data/tlg4015tlg009opp-grc1_clean.xml1-0-0-0-196-7,"
			1 ἢ ἀέρος om. Κ 2 ἐκ τοῦ ἐκρίνεσθαι Κ 15 ἐκκρινομένας (cf. Νeuhäuser, Anaximander
[Bonnae 1883], p. 126 n.) L: ἐκκρινόμενα Κ: ἐκκρινόμενος Mt 4. 5 ἀλλώσει
τοῦ κατ’ αὐτὸν Κ 6 γοῦν] γὰρ Κ τὸ γίνεσθαι κτλ.] cf. Aristot. p. 187a29.
Zeller I 4, 875.3 8 ὲνύπάρχοντα ἐν αὐABBREV 9 ὁ ἀναξίμανδρος γίνεσθαι Mt
11 Ἀναξαγόρου] L 13 πρίν γε Κ γίνεσθαι Mt ἄμα om. Κ
μεμόχθαι Κ 14 καὶ om. L: num ὡς? 14. 15 θελήσαιμεν Κ 16 ἀνομοιομέρη
Κ 18 ἀλλ’ οὖν ἀλλοῦν) Κ: ἀλλήλων (sublata distinctione post διακρῖναι) L:
ἄλλων δ’ Mt ἀρχὴ Κ 21.22 ἐπὶ τοῦ σωροῦ πανσπερμία L 23 πλείω L
26 ἐξαγάγει Κ ποιήσει libri: immo ποιήσῃ 27 ἔκφασιν Κ γένηται
L 32 ὁμοιομερῶν Mt εἰλικρινῆ L: εἰλικρινὲς Κ: εἰλικρινὲς M:
t 33 ἤ τι ἄλλο Κ
		",In Aristotelis Physicorum Libros Commentaria,Joannes Philoponus,None
480293,Data/tlg0062tlg0241st1K-grc1_clean.xml1-0-0-3-0-1,"
			2 Τίνα πρῶτον ἐθέλεις παραγάγωμεν;
 Τουτονὶ τὸν κομήτην, τὸν Ἰωνικόν, ἐπεὶ καὶ
 σεμνός τις εἶναι φαίνεται.
		",Vitarum auctio,Lucianus Samosatenus,None
482327,Data/tlg0527tlg0291st1K-grc1_clean.xml1-0-0-23-6-5,"
			μηδὲ πρὸς σὲ εἰσαγάγῃς αὐτὸν καὶ φάγῃς τὸν ψωμόν σου
		",Proverbia,Septuaginta,None
482424,Data/tlg0527tlg0291st1K-grc1_clean.xml1-0-0-24-17-0,"
			μὴ προσαγάγῃς ἀσεβῆ νομῇ δικαίων,
		",Proverbia,Septuaginta,None
504612,Data/tlg0544tlg002opp-grc1_clean.xml1-0-0-6-49-0,"
			καὶ δὴ
ἀνεῖλον μὲν αὐτὸ Ξενοφάνης τε ὁ Κολοφώνιος καὶ Ξενιάδης
ὁ Κορίνθιος καὶ Ἀνάχαρσις ὁ Σκύθης καὶ Πρωταγάρας
καὶ Διονυσόδωρος, πρὸς δὲ τούτοις Γοργίας ὁ Λεοντῖνος 
		",Adversus mathematicos,Sextus Empiricus,None
509333,Data/tlg0317tlg0011st1K-grc1_clean.xml1-0-0-100-0-5,"
			1—3 cf 199, 21 - 22 adnot ‖ 3—9 multa corrupta uid ‖ 3 scr ἀνελήφθη? cf 4
μέλος] scr γένος (cf q seq)?? μέρος?? ‖ ἄνθρ.] compend C: scr ἀνθρώπου??
ἄνω coll 1 Iames ‖ 5 ὃν - σὺ] scr ὃ νῦν ἀκούομεν?? ὃ νῦν οὔπω ἔστιν??
οὐ νῦν ἀκοῦόν με, ὡς σὺ coni Iames ‖ 6 γεννήσεται C ‖ ⟨....⟩ ἀλλ᾿ ? ‖ 7 scr
σεαυτόν?? ‖ 8 scr ὃ ἢμην? cf 9 ‖ ἀκούων καὶ corrupta? trunca? ‖ 9 μὲνέ C μὲν
ἔσῃ Iames probabiliter σὲ] σὲ ἔχω Iames ‖ ὡς ἐγὼ] scr εἰσαγάγω?? ‖ 10 scr
ἐμαυτόν?? τοῦ τοῦτο] τούτου Iames: aliquid deesse uid ‖ τῶν οὖν] τὸν
νοῦν C: corr Iames ‖ 15 εἰ σὺ] σὺ Iames fort recte (σὺ, ἐσὺ, εἰσὺ corruptela):
an scr ἐν ἐμοὶ?? cf 198, 14 ‖ 17 ἐαἴμε] ἔα με Iames probabiliter ‖ 17 et ‖ 18 ὅρα
coni Iames ‖ 18 οὐ] scr οὐχ ὃ?? (recepit Iames) οὐκ?? ἀλλ᾿ ο C: scr
ἄλλο? σὺ δὲ νυ] scr σὺ δύνῃ?? (recepit Iames) σὺ δὲ νῦν?? (item
Iames antea) σὲ δεῖ νῦν Iames primo scr γνωρίζεις?? γνώριζε Iames
antea ‖ 21 scr ῥεῦσαν? ‖ 22 ταῦτα ⟨γίνωσκέ με⟩? ‖ 23—24 αἰν. σην] ἐν ὕσσω.
μεσην C αἰνίσσομαί σοι Iames probabiliter ‖ 24 σην] scr νῦν?? με] μοι
coni Iames αἴεσιν] ser αἴκισιν??? ἀναίρεσιν??? ‖ 26 χωρήσας C
		",Acta Joannis,Acta Joannis,None
511982,Data/tlg4090tlg0011st1K-grc1_clean.xml1-0-0-1-0-33-0,"
			Ἀγιάσατε νηστείαν, κηρύξατε θεραπείαν, συναγάγετε πρεσβυτέρους,

		",In XII Prophetas,Cyrillus Alexandrinus,None
513103,Data/tlg4090tlg0011st1K-grc1_clean.xml1-0-0-2-1-46-0-2,"
			4. assumptum ex Β. 6. ἀπηλγηκὼς Α. σμικρὰ Β. σμικρὰ
(= μικρὰ) Α. μικρὰ Edd. 7. τε assumptum ex Α. 8. πρὸς Edd.
11, καὶ prius om. Α. ἐπαγάγοντος Β. ἐπάγοντος Edd. 12. δυσαλγήτως Α.
δυ’ reliquis litteris, pagina finita, omissis Β.] ἀλλ’ ἀναλγήτως Edd. 14. ἠρκέσθην
Α. Β. ἠρκέσθη Edd. προσεπήγαγε iid. 15. Σοδόμοις Α. Edd. Σοδόμων Β.
16. διὰ τῆς θείας ὀργῆς om. Β. 18. ὅτι om. Α. (42, 240.) 20. δὴ
om. Α. ἀναμαθεῖν Α. μαθεῖν Edd. 21. πληττομένου ὑμῶν Edd.
invitis Α.Β. 22. ἐπιβοῶντός Α. βοῶντός Edd. ἐκκαλεῖσθαι iid.
23.. φησὶν assumptum ex Β.
		",In XII Prophetas,Cyrillus Alexandrinus,None
515035,Data/tlg4090tlg0011st1K-grc1_clean.xml1-0-0-5-1-68-0,"
			Ἐπάνεισι πάλιν ὁ λόγος ἐπὶ τὰ σκυρωπὰ, καὶ καταλήγει
μὲν τέως τῶν ἐπὶ Χριστῷ λαμπρῶν καὶ ἀξιαγάστων διηγημάτων,
συνείρει δὲ ὥσπερ τοῖς ὀπίσω ταυτὶ, καὶ τὰ ἐξὀργῆς
ἐσόμενα δηλοῖ. ἔφη τοίνυν ὅτι “Καὶ σὺ πύργος 
		",In XII Prophetas,Cyrillus Alexandrinus,None
516307,Data/tlg4090tlg0011st1K-grc1_clean.xml1-0-0-7-1-23-0-1,"
			1. μὲν] + δὴ Edd. invitis D. b. 2. εἰπὼν] + ὅτι D. τὰ ora. D.b.
4. ἀνασώζειν D.b. ἀνασώσειν Β. Edd, προσαποδείκνυσι D.b. προαποδ. Β. Edd
6. γὰρ assumptum ex B.D.a.b. ἃ a.b. Edd. ὧν B.D. αὐτοὶ D. ἡμεῖς a. Edd
7. νομικῶν assumptum ex D.a. οὐδένα B.D.a. οὐδὲν Edd. 9.
Υἱοῦ a.b. Edd. desunt in B.D. lo. Haec ὁ Θεὸς καὶ Πατηρ accesserunt
ex D, post κόσμον transp. a. 11. δέδωκεν B.D. a. ἔδωκεν Edd.
12. ἔχει D. 18. θῇ Β. Edd. θήσει D. ἀληθῶς assumptum ex D, post
αγάπ. tr. B. 19. Assumpta τῆς ἰσχύος ex D., Θεοῦ καὶ ex Β. 22. Πρὸ]
Απὸ D. προπορεύσεται D. 24. θρῦλος] Sic correxi ex b. θρῦλος corr. ad
θρῦλος a. θρύλλος D. Edd. 25. ἐκ] διὰ b. γεγένηται Edd.
		",In XII Prophetas,Cyrillus Alexandrinus,None
537711,Data/tlg0015tlg001opp-grc1_clean.xml1-0-0-1-4-6-0-0,"
			Ῥωμαίων ἀρχὴν μέχρις ὠκεανοῦ προαγάγοιτε. ὑμῖν τε γὰρ ταῦτα δόξαν οἴσει, καὶ τὴν τοῦ κοινοῦ πατρὸς
μνήμην χάρισιν ἀξίαις οὕτως ἀμείψεσθε, ὃν ἐπακούειν
τε τῶν λεγομένων καὶ τὰ πραττόμενα ἐφορᾶν ἡγεῖσθε.
εὐδαιμονοίημεν δ̓ ἂν τὰ δέοντα πράττοντες ὑπὸ

		",Ab excessu divi Marci,Herodian,None
537761,Data/tlg0015tlg001opp-grc1_clean.xml1-0-0-1-10-2-0,"
			οἱ τῇ θεῷ τομίαι ἱερωμένοι: ἐπεὶ δὲ Ῥωμαίων ηὔξετο τὰ πράγματα, φασὶν αὐτοῖς χρησθῆναι μενεῖν
τε τὴν ἀρχὴν καὶ ἐς μέγα προχωρήσειν, εἰ τὴν Πεσσινουντίαν
θεὸν μεταγάγοιεν ὡς αὑτούς. πέμψαντες 
		",Ab excessu divi Marci,Herodian,None
537768,Data/tlg0015tlg001opp-grc1_clean.xml1-0-0-1-11-3-0,"
			ἀνεπείσθη καὶ πρὸς βασιλείας ἐπιθυμίαν. ἀθροίζων δὲ χρήματα, καὶ σῖτον πλεῖστον συνωνούμενος
καὶ ἀποκλείων, ἤλπιζε προσάξεσθαι τόν τε δῆμον
καὶ τὸ στρατόπεδον, εἰ πρῶτον ἐν σπάνει τῶν
ἐπιτηδείων καταστήσας ἐπιδόσεσι λαμπραῖς ἁλόντας
πόθῳ τοῦ χρειώδους προσαγάγοιτο. μέγιστον δὲ γυμνάσιον
κατασκευάσας λουτρὸν δημόσιον ἀνῆκεν αὐτοῖς.

		",Ab excessu divi Marci,Herodian,None
537877,Data/tlg0015tlg001opp-grc1_clean.xml1-0-0-2-4-0-0,"
			τοιαύτης δὲ εὐμοιρίας καὶ εὐταξίας κατεχούσης τὸν βίον, μόνοι οἱ δορυφόροι, ἀσχάλλοντες μὲν ἐπὶ
τοῖς παροῦσι, ποθοῦντες δὲ τὰς ἐπὶ τῆς προγενομένης
τυραννίδος ἁρπαγάς τε καὶ βίας ἔν τε ἀσωτίαις καὶ
κραιπάλαις, ἐβουλεύσαντο ἀποσκευάσασθαι τὸν Περτίνακα
ὡς ὄντα αὐτοῖς βαρὺν καὶ ἐπαχθῆ, ζητῆσαι δέ
τινα τὸν πάλιν αὐτοῖς ἄνετον καὶ ἀκόλαστον παρέξοντα

		",Ab excessu divi Marci,Herodian,None
537988,Data/tlg0015tlg001opp-grc1_clean.xml1-0-0-2-14-4-0,"
			μάχης καὶ κινδύνου λαβεῖν ταῦτα ὧν ὠρέγετο. ὁ δὲ Σἑ??ʼῆρος καὶ πρὸς τὴν σύγκλητον τὰ αὐτὰ ἀνενεγκών,
ὡς ἂν μᾶλλον αὐτὸν ἐς πίστιν ὑπαγάγοιτο, νομίσματά
τε αὐτοῦ κοπῆναι ἐπέτρεψε, καὶ ἀνδριάντων ἀναστάσεσι
ταῖς τε λοιπαῖς τιμαῖς τὴν δοθεῖσαν χάριν ἐπιστώσατο.
ἐπεὶ δὲ αὐτῷ τὰ πρὸς τὸν Ἀλβῖνον διὰ σοφίας
ἀσφαλῶς εἶχεν, οὐδέ τι δέος ἦν ἀπὸ Βρεττανίας,
τό τε Ἰλλυρικὸν στράτευμα σὺν αὑτῷ πᾶν εἶχε, διῳκῆσθαι

		",Ab excessu divi Marci,Herodian,None
538282,Data/tlg0015tlg001opp-grc1_clean.xml1-0-0-5-2-3-0,"
			ἔτους ἐπιβεβηκώς. ἱέρωντο δὲ αὐτοὶ θεῷ ἡλίῳ: τοῦτον γὰρ οἱ ἐπιχώριοι σέβουσι, τῇ Φοινίκων φωνῇ
Ἐλαιαγάβαλον καλοῦντες. νεὼς δὲ αὐτῷ μέγιστος
κατεσκεύαστο αὐτοῦ, χρυσῷ πολλῷ καὶ ἀργύρῳ κεκοσμημένος
λίθων τε πολυτελείᾳ. θρησκεύεται δὲ οὐ
μόνον πρὸς τῶν ἐπιχωρίων, ἀλλὰ καὶ πάντες οἱ γειτνιῶντες
σατράπαι τε καὶ βασιλεῖς βάρβαροι φιλοτίμως
πέμπουσι τῷ θεῷ ἑκάστου τοῦ ἔτους πολυτελῆ

		",Ab excessu divi Marci,Herodian,None
538490,Data/tlg0015tlg001opp-grc1_clean.xml1-0-0-8-8-1-0,"
			ἁρπαγάς. εἶχεν οὖν ὑφ̓ ἑαυτῷ δύναμιν οὐκ εὐκαταφρόνητον στρατιωτικήν. πρὸς δὴ τὸν Καπελλιανὸν
τοῦτον ὁ Γορδιανὸς ἀπεχθῶς διέκειτο ἄνωθεν

		",Ab excessu divi Marci,Herodian,None
