	FPP	English	Sentiment
3237	ελλησποντια	a wind blowing from the Hellespont	NULL
3238	ελλησποντος	the Hellespont	NULL
3239	ελλῐμενιστης	a collector of harbour-dues	NULL
3240	ελλοβιον	that which is in the lobe of the ear, an earring	NULL
3241	ελλος	a young deer, fawn	NULL
3242	ελλοψ	mute	NULL
3243	ελλυχνιον	a lamp-wick	NULL
3244	ελξις	a drawing, dragging, trailing	NULL
3245	ελος	low ground by rivers, a marsh-meadow	NULL
3246	ελπῐδοδωτης	giver of hope	NULL
3247	ελπῐς	hope, expectation	NULL
3248	ελπωρη		NULL
3249	ελῡμα	the tree	NULL
3250	ελυτρον	the case	NULL
3251	ελωριον		NULL
3252	ελωρ	booty, spoil, prey	NULL
3253	εμβαδιον		NULL
3254	εμβᾰδον	surface, area	NULL
3255	εμβαμμα	sauce, soup	NULL
3256	εμβᾰσις	that on which one goes	NULL
3257	εμβᾰσιχυτρος	pot-visiter	NULL
3258	εμβας	a felt-shoe	NULL
3259	εμβᾰτης	a half-boot of felt	NULL
3260	εμβᾰφιον	a flat vessel for sauces	NULL
3261	εμβλεμμα	a looking straight at	NULL
3262	εμβλημα	an insertion	NULL
3263	εμβολευς	anything put in: a dibble for setting plants	NULL
3264	εμβολη	a putting into	NULL
3265	εμβολον	anything pointed so as to be easily thrust in	NULL
3266	εμβρῠον	a young one	NULL
3267	εμετος	vomiting	NULL
3268	εμμελεια	harmony: a stately Tragic dance	NULL
3269	εμμελετημα	an exercise, a practice	NULL
3270	εμμετρια	fit measure, proportion	NULL
3271	εμμετροτης	proportion, fitness	NULL
3272	εμμονη	an abiding by, cleaving to	NULL
3273	εμπαιγμα	mockery	NULL
3274	εμπαικτης	a mocker, deceiver	NULL
3275	μπειρια	experience	NULL
3276	εμπερονημα	a garment fastened with a brooch	NULL
3277	εμπις	a mosquito, gnat	NULL
3278	εμπληξια	amazement, stupidity	NULL
3279	εμπνοια	inbreathing, inspiration	NULL
3280	εμπολευς	a merchant, trafficker	NULL
3281	εμπολημα	matter of traffic, the freight of a ship, merchandise	NULL
3282	εμπολη	merchandise	NULL
3283	εμπολις	in the city	NULL
3284	εμπορευμα	merchandise	NULL
3285	εμποριη	commerce, trade, traffic	NULL
3286	εμποριον	the Exchange	NULL
3287	εμπουσα	Empusa, a hobgoblin	NULL
3288	εμπρησις	a conflagration	NULL
3289	εμπῠρῐβητης	made for standing on the fire	NULL
3290	εμφερεια	likeness	NULL
3291	εμφλοξ	with fire in it	NULL
3292	ενᾰγισμα	an offering to the manes	NULL
3293	ενᾰγισμος	an offering to the manes	NULL
3294	εναντῐοτης	contrariety, opposition	NULL
3295	εναντῐωμα	an obstacle, hindrance	NULL
3296	εναντῐωσις	a contradiction	NULL
3297	ενᾰρα	the arms and trappings of a slain foe, spoils, booty	NULL
3298	εναρεες		NULL
3299	εναυλᾰκοφοιτις	wandering in the fields	NULL
3300	εναυλειον		NULL
3301	εναυλον	an abode	NULL
3302	εναυλος	the bed of a stream, a torrent, mountain-stream	NULL
3303	εναυσις	a kindling	NULL
3304	εναυσμα	a spark, remnant	NULL
3305	ενδας	with lighted torch	NULL
3306	ενδεια	want, need, lack	NULL
3307	ενδειγμα	a proof, token	NULL
3308	ενδειξις	a pointing out	NULL
3309	ενδεκας	the number Eleven	NULL
3310	ενδῑνα	the entrails	NULL
3311	ενδομησις	structure	NULL
3312	ενδρομις	a high shoe	NULL
3313	ενδρῠον	the oaken peg	NULL
3314	ενδῡμα	a garment	NULL
3315	ενδῠσις	a putting on	NULL
3316	ενδῠτηρ	for putting on	NULL
3317	ενεδρα	a sitting in: a lying in wait, ambush	NULL
3318	ενεργεια	action, operation, energy	NULL
3319	ενεροι		NULL
3320	ενερσις	a fitting in, fastening	NULL
3321	ενεσια	a suggestion	NULL
3322	ενετη	a pin, brooch	NULL
3323	ενεχῠρᾰσια	a taking in pledge, a security, pledge	NULL
3324	ενεχῠρασμος		NULL
3325	ενεχῠρον	a pledge, surety, security	NULL
3326	ενηβητηριον	a place of amusement	NULL
3327	ενηειη	kindness, gentleness	NULL
3328	ενηλᾰτον	anything driven in	NULL
3329	ενθᾱκησις	a sitting in	NULL
3330	ενθεσις	a putting in	NULL
3331	ενθυμημ	a thought, piece of reasoning, argument	NULL
3332	ενθῡμησις	consideration, esteem	NULL
3333	ενθῡμια	a scruple, misgiving	NULL
3334	ενῐαυτος	annus	NULL
3335	ενῑπη	a rebuke, reprof;	NULL
3336	εννᾰετηρις	a period of nine years	NULL
3337	εννᾰετηρ	an inmate, inhabitant	NULL
3338	εννᾰετις	nine years old	NULL
3339	εννᾰετης	an inhabitant	NULL
3340	εννεας	a body of nine	NULL
3341	εννεσιη		NULL
3342	εννοια	a thought in the mind, notion, conception	NULL
3343	εννοσιγαιος	the Earth-shaker	NULL
3344	ενοικησις	a dwelling in	NULL
3345	ενοπη	a crying, screaming	NULL
3346	ενοπτρον	a mirror	NULL
3347	ενορμιτης	in harbour	NULL
3348	ενορχα	a he-goat	NULL
3349	ενορχις		NULL
3350	ενοσις	a shaking, quake	NULL
3351	ενοσιχθων	Earth-shaker	NULL
3352	ενστᾰσις	a beginning, plan, management	NULL
3353	ενστατης	an adversary	NULL
3354	ενταλμα		NULL
3355	εντᾱσις	tension; limitation	NULL
3356	εντᾰφιασμος	burial	NULL
3357	εντος	fighting gear, arms, armour	NULL
3358	εντερονεια	the timber	NULL
3359	εντερον	an intestine, piece of gut	NULL
3360	εντευξις	a lighting upon, meeting with, converse, intercourse	NULL
3361	εντμημα	an incision, notch	NULL
3362	εντολη	an injunction, order, command, behest	NULL
3363	εντριμμα	a cosmetic	NULL
3364	εντριψις	a rubbing in	NULL
3365	εντροπη	a turning towards	NULL
3366	εντροπια	a trick, dodge	NULL
3367	ενυαλιος	the Warlike	NULL
3368	ενυδρις	an otter	NULL
3369	ενυπνιον	a thing seen in sleep	NULL
3370	ενῡω	Enyo	NULL
3371	ενωμοταρχης	leader of an	NULL
3372	ενωμοτιη	a band of sworn soldiers, a company in the Spartan army	NULL
3373	ενωπη	the face, countenance	NULL
3374	ενωπι	the inner wall fronting those who enter	NULL
3375	εξαγγελια	information sent out	NULL
3376	εξαγγελος	a messenger who brings out news	NULL
3377	εξαγωγη	a leading out	NULL
3378	εξᾰετις	six years old	NULL
3379	εξαιρεσις	a taking out	NULL
3380	εξαιτησις	a demanding	NULL
3381	εξᾰκεσις	a thorough cure	NULL
3382	εξᾰλειπτρον	an unguent-box	NULL
3383	εξαλλᾰγη	a complete change, alteration	NULL
3384	ξαμαρτια	an error, transgression	NULL
3385	εξαναλωσις	entire consumption	NULL
3386	εξαναστᾰσις	a rising up from, resurrection	NULL
3387	εξανδρᾰποδισις	a selling for slaves	NULL
3388	εξᾰπατη	gross deceit	NULL
3389	εξαπολις	a League of six cities	NULL
3390	εξαπους		NULL
3391	εξαρνησις	a denying, denial	NULL
3392	εξαρχος	a leader, beginner	NULL
3393	εξας	the number six	NULL
3394	εξαχειρ	six-handed	NULL
3395	εξεγγῠησις	a giving of bail	NULL
3396	εξεδρη	arcade	NULL
3397	εξελᾰσις	a driving out, expulsion	NULL
3398	εξελευθερικος	of the class of freedmen	NULL
3399	εξελευθερος	set at liberty, a freedman	NULL
3400	εξερᾱμα	a vomit, thing vomited	NULL
3401	εξεριστης	a stubborn disputant	NULL
3402	εξεσιη	a sending out, mission, embassy	NULL
3403	εξεσις	a dismissal, divorce	NULL
3404	εξετᾰσις	a close examination, scrutiny, review	NULL
3405	εξετασμος		NULL
3406	εξεταστης	an examiner, inquirer	NULL
3407	εξετις	six years old	NULL
3408	εξευρεσις	a searching out, search	NULL
3409	εξευρημα	a thing found out, an invention	NULL
3410	εξηγησις	a statement, narrative	NULL
3411	εξηγητης	one who leads on, an adviser	NULL
3412	εξηκοντατᾰλαντια	a company contributing a sum of	NULL
3413	εξηλῠσις	a way out, outlet	NULL
3414	εξημερωσις	a reclaiming, humanising	NULL
3415	εξις	a having, possession	NULL
3416	εξισωσις	equalisation	NULL
3417	εξογκωμα	anything swollen	NULL
3418	εξοδια		NULL
3419	ξοδος	a going out	NULL
3420	εξομηρευσις	a demand of hostages	NULL
3421	εξομοιωσις	a becoming like	NULL
3422	εξοπλῐσια	a being under arms	NULL
3423	εξοπλισις	a getting under arms	NULL
3424	εξορκιστης	an exorcist	NULL
3425	εξορκωσις	a binding by oath	NULL
3426	εξοστρᾰκισμος	banishment by ostracism	NULL
3427	εξουλης	an action against exclusion	NULL
3428	εξουσια	power	NULL
3429	εξοχη	prominence	NULL
3430	εξῠφασμα	a finished web	NULL
3431	εξωλεια	utter destruction	NULL
3432	εξωμιας	one with arms bare to the shoulder	NULL
3433	εξωμῐδοποιια	the making of an	NULL
3434	εξωμις	a man's vest without sleeves	NULL
3435	εξωμοσια	denial on oath that one knows anything	NULL
3436	εξωστης	one who drives out	NULL
3437	ορτη	a feast	NULL
3438	επαγγελια	a public denunciation	NULL
3439	επαγγελμα	a promise, profession	NULL
3440	επᾰγερσις	a mustering	NULL
3441	επαγωγη	a bringing in, supplying	NULL
3442	επαθλον	the prize of a contest	NULL
3443	επαιγῐᾰλιτις	on the beach	NULL
3444	επαινεσις	praise	NULL
3445	επαινετα	a commender, admirer	NULL
3446	επαινος	approval, praise, commendation	NULL
3447	επᾰκολουθημα	a consequence	NULL
3448	επακτηρ	a hunter	NULL
3449	επακτρις	a light vessel, skiff	NULL
3450	επακτροκελης	a light piratical skiff	NULL
3451	επαλλᾰγη	an interchange	NULL
3452	επαλξις	a means of defence	NULL
3453	επαμβᾰτηρ	one who mounts upon, an assailant	NULL
3454	επᾰμυντωρ	a helper, defender	NULL
3455	επανασεισις	a brandishing against	NULL
3456	επαναστᾰσις	a rising up against, an insurrection	NULL
3457	επαναχωρησις	a return	NULL
3458	επανθρᾰκιδες	small fish for frying, small fry	NULL
3459	επανοδος	a rising up	NULL
3460	επανορθωμα	a correction	NULL
3461	επανορθωσις	a correcting, revisal	NULL
3462	επαρη	an imprecation	NULL
3463	επαρκεσις	aid, succour	NULL
3464	επαρχια	the government of a province	NULL
3465	επᾰρωγη	help, aid	NULL
3466	επᾰρωγος	a helper, aider	NULL
3467	επαυλις	a fold	NULL
3468	επαυλος	a fold for	NULL
3469	επαυξησις	increase, increment	NULL
3470	επαυρεσις	fruition	NULL
3471	επᾰφη	touch, touching, handling	NULL
3472	επεδρη		NULL
3473	επειξις	haste, hurry	NULL
3474	επεισᾰγωγη	a bringing in besides, a means of bringing	NULL
3475	επεισβατης	an additional passenger, supernumerary on board	NULL
3476	επεισοδος	a coming in besides, entrance	NULL
3477	επεκδρομη	an excursion, expedition	NULL
3478	επεκπλους	a sailing out against, an attack by sea	NULL
3479	επελᾰσις	a charge	NULL
3480	επεμβατης	one mounted	NULL
3481	επενδῠμα	an upper garment	NULL
3482	επεξᾰγωγη	extension of a line of battle	NULL
3483	επεξετᾰσις	a fresh review	NULL
3484	επεξοδος	a march out against	NULL
3485	επεργᾰσια	cultivation of another's land, encroachment upon	NULL
3486	επερωτημα	a question	NULL
3487	επερωτησις	a questioning, consulting	NULL
3488	επεσβολιη	hasty speech, scurrility	NULL
3489	επηγκενις	the long side-planks bolted to	NULL
3490	επηλυξ	overshadowing, sheltering	NULL
3491	επηλῠσια	a coming over one	NULL
3492	επηλῠσις	an approach, assault	NULL
3493	επηλῠς	one who comes to	NULL
3494	επηλυτης		NULL
3495	επηρεια	despiteful treatment, spiteful abuse	NULL
3496	επητης	affable, gentle	NULL
3497	επητυς	courtesy, kindness	NULL
3498	επιβαθρᾱ	a ladder	NULL
3499	επιβαθρον	a passenger's fare	NULL
3500	επιβᾰσις	a stepping upon, approaching: a means of approach, access	NULL
3501	επιβατα	one who mounts	NULL
3502	επιβητωρ	one who mounts	NULL
3503	επιβλεψις	a looking at, gazing	NULL
3504	επιβλημα	that which is thrown over, tapestry, hangings	NULL
3505	επιβλης	a bar fitting into	NULL
3506	επιβοηθεια	a coming to aid, succour	NULL
3507	επιβοημα	a call	NULL
3508	επιβολη	a throwing	NULL
3509	επιβουκολος	an over-herdsman	NULL
3510	επιβουλευμα	a plot, attempt, scheme	NULL
3511	επιβουλευτης	one who plots against	NULL
3512	επιβουλη	a plan against	NULL
3513	επιβωτωρ	an over-shepherd	NULL
3514	επιγᾰμια	intermarriage	NULL
3515	επιγνωμων	an arbiter, umpire, judge	NULL
3516	επιγνωσις	full knowledge	NULL
3517	επιγονη	increase, growth, produce	NULL
3518	επιγουνις	the part above the knee, the great muscle of the thigh	NULL
3519	επιγραμμα	an inscription	NULL
3520	επιγραμματιον		NULL
3521	επιγρᾰφη	an inscription	NULL
3522	επιδειγμα	a specimen, pattern	NULL
3523	επιδεξις	a shewing forth, making known	NULL
3524	επιδεξῐοτης	dexterity, cleverness	NULL
3525	επιδεξις		NULL
3526	επιδεσμος	an upper	NULL
3527	επιδημια	a stay in a place	NULL
3528	επιδημιουργοι		NULL
3529	επιδιφριας	the rail upon the car	NULL
3530	επιδοσις	a giving over and above, a voluntary contribution	NULL
3531	επιδοχη	the reception of something new	NULL
3532	επιδρομη	a sudden inroad, a raid, attack	NULL
3533	επιεικεια	reasonableness, fairness, equity	NULL
3534	επιηρον	acceptable gifts	NULL
3535	επιθειασμος	an appeal to the gods	NULL
3536	επιθεσις	a laying on	NULL
3537	επιθηκη	an addition, increase	NULL
3538	επιθημα	something put on, a lid, cover	NULL
3539	επιθῡμημα	an object of desire	NULL
3540	επιθυμητα	one who longs for	NULL
3541	επιθῡμιᾱμα	an incense-offering	NULL
3542	επιθῡμιᾱ	desire, yearning, longing	NULL
3543	επιθωρᾱκιδιον	a tunic worn over the	NULL
3544	επιιστωρ	privy to	NULL
3545	επικαθημαι	to sit upon	NULL
3546	επικαμπη	the bend, return	NULL
3547	επικαρπια	the usufruct of a property, revenue, profit	NULL
3548	επικαταλλᾰγη	money paid for exchange, discount	NULL
3549	επικελευσις	a cheering on, exhortation	NULL
3550	επικερδια	profit on traffic	NULL
3551	επικηρῡκεια	the sending an embassy to treat for peace, entering into negotiation	NULL
3552	επικηρυκευμα	a demand by herald	NULL
3553	επικλημ	an accusation, charge	NULL
3554	επικληρος	an heiress	NULL
3555	επικλησις	a surname	NULL
3556	επικλῠσις	an overflow, flood	NULL
3557	επικουρημα	protection	NULL
3558	επικουρησις	protection	NULL
3559	πικουρια	aid, succour	NULL
3560	πικουρος	an assister, ally	NULL
3561	επῐκρανον	that which is put on the head, a head-dress, cap	NULL
3562	επικρᾰτεια	mastery, dominion, possession	NULL
3563	επικρᾰτησις	victory over	NULL
3564	επικριον	the yard-arm	NULL
3565	επικρυψις	concealment	NULL
3566	πικτησις	further acquisition, fresh gain	NULL
3567	επικυψελιος	a guard of beehives	NULL
3568	επιλειψις	a deficiency, lack	NULL
3569	επιληις	obtained as booty	NULL
3570	επιληκῠθιστρια	the bombastical	NULL
3571	επιληπτωρ	a censurer	NULL
3572	επιλησμονη	forgetfulness	NULL
3573	επιληψις	a seizing, seizure	NULL
3574	επιλογος	a conclusion, inference	NULL
3575	επιλογχος	reserve candidate.	NULL
3576	επιλῠσις	release from	NULL
3577	επιμαρτῠρια	a witness, testimony	NULL
3578	επιμαρτῠρος	a witness to	NULL
3579	επιμαρτυς		NULL
