	FPP	English	Sentiment
1772	διαζευγνυω	to be disjoined, separated, parted	NULL
1773	διαζωννῡμι	to gird round the middle	NULL
1774	διαημι	to blow through	NULL
1775	διαθειοω	to fumigate thoroughly	NULL
1776	διαθερμαινω	to warm through	NULL
1777	διαθεω	to run about	NULL
1778	διαθορῠβεω	to confound utterly	NULL
1779	διαθρεω	to look closely into, examine closely	NULL
1780	διαθροεω	to spread a report, give out	NULL
1781	διαθρῡλεω	to be commonly reported	NULL
1782	διαθρυπτω	to break in sunder, break in pieces, shiver	NULL
1783	διαιθριαζω	to become quite clear and fine	NULL
1784	δῐαινω	to wet, moisten	NULL
1785	διαιρω	to take one from another, to cleave in twain, to divide into parts	NULL
1786	διαιρω	to raise up, lift up	NULL
1787	διαττω	to rush	NULL
1788	διᾰιστοω	to make an end of	NULL
1789	διαιτ	to feed in a certain way, to diet	NULL
1790	διακᾰθαιρω	to cleanse	NULL
1791	διακᾰθᾰριζω		NULL
1792	διακαθιζω	to make to sit apart, set apart	NULL
1793	διακαιω	to burn through, heat to excess	NULL
1794	διακᾰλυπτω	to reveal to view	NULL
1795	διακᾰνασσω	run gurgling through	NULL
1796	διακᾰρᾱδοκεω	to expect anxiously	NULL
1797	διακαρτερεω	to endure to the end, last out	NULL
1798	διακαυνιαζω	lot	NULL
1799	διακεαζω	to cleave asunder	NULL
1800	διακειρω	to cut in pieces	NULL
1801	διακερματιζω	to change into small coin	NULL
1802	διακηρυσσω	to proclaim by herald	NULL
1803	διακινδῡνευω	to run all risks, make a desperate attempt, hazard all	NULL
1804	διακῑνεω	to move thoroughly	NULL
1805	διακιχρημι	to lend to various persons	NULL
1806	διακλαω	to break in twain	NULL
1807	διακλεπτω	to steal at different times	NULL
1808	διακληροω	to assign by lot, allot	NULL
1809	διακλινω	to turn away, retreat	NULL
1810	διακλυζω	to wash, wash out	NULL
1811	διακνιζω	to pull to pieces	NULL
1812	διᾰκολλαω	to glue together	NULL
1813	διακναιω	to scrape to nothing	NULL
1814	διακομιζω	to carry over	NULL
1815	διακονω	to minister, serve, do service	NULL
1816	διακοπτω	to cut in two, cut through	NULL
1817	διακορκορῠγεω	to rumble through	NULL
1818	διακοσμεω	to divide and marshal, muster in array	NULL
1819	διᾰκουω	to hear through, hear out	NULL
1820	διακραζω	to scream continually	NULL
1821	διακρᾰτεω	to hold fast, hold one's own	NULL
1822	διακρεκω	to strike the strings	NULL
1823	διακρηνοω	to make to flow	NULL
1824	διακρῑβοω	to examine	NULL
1825	διακρινω	to separate one from another	NULL
1826	διακρουω	to prove by knocking	NULL
1827	διακῠβευω	to play at dice with	NULL
1828	διακῠκαω	to mix one with another, jumble	NULL
1829	διακῡμαινω	to raise into waves	NULL
1830	διακυπτω	to stoop and creep through	NULL
1831	διακωδωνιζω		NULL
1832	διακωλυω	to hinder, prevent	NULL
1833	διακωμωδιω	to satirise	NULL
1834	διαλαγχανω	to divide	NULL
1835	διαλᾱκεω	to crack asunder, burst	NULL
1836	διαλακτιζω	to kick away, spurn	NULL
1837	διαλᾰλεω	to talk over	NULL
1838	διαλαμβανω	to take	NULL
1839	διαλαμπω	to shine through, to dawn	NULL
1840	διαλανθανω	to escape notice	NULL
1841	διαλεγω	to pick out one from another, to pick out	NULL
1842	διαλειπω	to leave an interval between	NULL
1843	διαλειχω	to lick clean	NULL
1844	διαλλαττω	to change one with another, interchange	NULL
1845	διαλυω	to loose one from another, to part asunder, undo	NULL
1846	διαλφῐτοω	to fill full of barley meal	NULL
1847	διᾰμᾰθυνω	to grind to powder, utterly destroy	NULL
1848	διαμᾰλαττω		NULL
1849	διᾰμαρτανω	to go astray from	NULL
1850	διαμαρτῠρεω	to use a	NULL
1851	διαμασσω	to knead thoroughly, knead well	NULL
1852	διαμαστῑγοω	to scourge severely	NULL
1853	διαμαστροπευω	to pander	NULL
1854	διᾰμαω	to cut through	NULL
1855	διαμεθιημι	to let go, give up, leave off	NULL
1856	διᾰμειβω	to exchange	NULL
1857	διαμελαινω	to make quite black	NULL
1858	διαμελλω	to be always going	NULL
1859	διαμενω	to remain by, stand by	NULL
1860	διαμεριζω	to distribute	NULL
1861	διαμετρω	to measure through, out	NULL
1862	διαμῑσεω	to hate bitterly	NULL
1863	διαμιστυλλω	to cut up piecemeal	NULL
1864	διαμνημονευω	to call to mind, remember	NULL
1865	διαμοιραω	to divide, rend asunder	NULL
1866	διαμῡθολογεω	to communicate by word, to express in speech	NULL
1867	διαμυλλαινω	to make mouths	NULL
1868	διαμφισβητεω	to dispute	NULL
1869	διαναγιγνωσκω	to read through	NULL
1870	διαναπαυω	to rest awhile	NULL
1871	διανασσω	to stop chinks: to caulk ships	NULL
1872	διαναυμᾰχεω	to maintain a sea-fight	NULL
1873	διανεω	to flow through, percolate	NULL
1874	διανεμω	to flutter in the wind	NULL
1875	διανεμω	to distribute, apportion	NULL
1876	διανεω	to swim across	NULL
1877	διανθιζω	to adorn with flowers	NULL
1878	διανιστημι	to stand aloof from, depart from	NULL
1879	διανοεω	to be minded, intend, purpose	NULL
1880	διανοιγω	to open	NULL
1881	διαντλεω	to drain out, exhaust	NULL
1882	διανυκτερευω	to pass the night	NULL
1883	διᾰνυω	to bring quite to an end, accomplish, finish	NULL
1884	διαπαιδᾰγωγεω	to attend children	NULL
1885	διαπᾰλαιω	to continue wrestling, go on wrestling	NULL
1886	διαπαλλω	to distribute by lot	NULL
1887	διαπᾰλυνω	to shiver, shatter	NULL
1888	διαπαπταινω	to look timidly round	NULL
1889	διαπαρθενευω	to deflower a maiden	NULL
1890	διαπασσᾰλευω	to stretch out by nailing the extremities	NULL
1891	διαπασσω	to sprinkle	NULL
1892	διαπαυω	to make to cease	NULL
1893	διᾰπειλεω	to threaten violently	NULL
1894	διαπειναω	to hunger one against the other, to have a starving-match	NULL
1895	διαπειρω	to make trial	NULL
1896	διαπειρω	to drive through	NULL
1897	διαπεμπω	to send off in different directions, send to and fro, send about	NULL
1898	διαπενθεω	to mourn through	NULL
1899	διαπεραινω	to bring to a conclusion, discuss thoroughly	NULL
1900	διαπεραιοω	to take across, ferry over	NULL
1901	διαπεραω	to go over	NULL
1902	διαπερθω	to destroy utterly, sack, lay waste	NULL
1903	διαπηγνῡμι	to fix thoroughly	NULL
1904	διαπηδαω	to leap across	NULL
1905	διαπῑαινω	to make very fat	NULL
1906	διαπιμπλημι	to be quite full of	NULL
1907	διαπινω	to drink one against another, challenge at drinking	NULL
1908	διαπιπρασκω	to sell off	NULL
1909	διαπιπτω	to fall away, slip away, escape	NULL
1910	διαπιστευω	to entrust to	NULL
1911	διᾰπιστεω	to distrust utterly	NULL
1912	διαπλασσω	to form completely, mould	NULL
1913	διαπλᾰτυνω	to make very wide, dilate	NULL
1914	διαπλεκω	to interweave, to weave together, plait	NULL
1915	διαπλωω	to sail across	NULL
1916	διαπλησσω	to break	NULL
1917	διαπνεω	to blow through	NULL
1918	διαποικιλλω	to variegate, adorn	NULL
1919	διαπολεμεω	to carry the war through, end the war	NULL
1920	διαπολῐορκεω	to besiege continually, to blockade	NULL
1921	διαπομπευω	to carry the procession to an end	NULL
1922	διαπονεω	to work out with labour	NULL
1923	διαπορευω	to carry over, set across	NULL
1924	διᾰπορεω	to be quite at a loss	NULL
1925	διαπορθεω	to be utterly ruined	NULL
1926	διαπορθμευω	to carry over	NULL
1927	διαποστελλω	to send off in different directions, dispatch	NULL
1928	διαπρησσω	to pass over	NULL
1929	διαπρεπω	to appear prominent	NULL
1930	διαπριω	to saw quite through, saw asunder	NULL
1931	διαπταιω	to stutter much	NULL
1932	διαπτοεω	to scare away, startle and strike with panic, fear	NULL
1933	διαπτυσσω	to open and spread out, to unfold, disclose	NULL
1934	διαπτυω	to spit upon	NULL
1935	διαπυκτευω	to spar, fight with	NULL
1936	διαπυροω	to set on fire	NULL
1937	διαπυρσευω	to throw a light over	NULL
1938	διαπωλεω	to sell publicly	NULL
1939	διᾰρασσω	to strike through	NULL
1940	διαβᾰδιζω	to go across	NULL
1941	διαρθροω	to divide by joints, to articulate	NULL
1942	διᾰριθμεω	to reckon up one by one, enumerate	NULL
1943	διαρκεω	to have full strength, be quite sufficient	NULL
1944	διαρμοζω	to distribute in various places, dispose	NULL
1945	διαρπαζω	to tear in pieces	NULL
1946	διαρραινω	to flow all ways	NULL
1947	διαρραιω	to dash in pieces, destroy	NULL
1948	διαρρεω	to flow through	NULL
1949	διᾰρασσω	to break through, cleave asunder	NULL
1950	διαριπτω	to cast	NULL
1951	διαρροθεω	to roar through	NULL
1952	διαρροιζεω	to whizz through	NULL
1953	διαρτᾰμεω	to cut limb from limb	NULL
1954	διαρταω	to suspend, interrupt	NULL
1955	διασαινω	to fawn upon	NULL
1956	διασαιρω	grinning like a dog, sneering	NULL
1957	διασᾰλᾰκωνιζω		NULL
1958	διασαλευω	to shake violently: to reduce to anarchy	NULL
1959	διασᾰφεω	to make quite clear, shew plainly	NULL
1960	διασᾰφηνιζω	to make quite clear	NULL
1961	διασειω	to shake violently	NULL
1962	διασημαινω	to mark out, point out clearly	NULL
1963	διασηπω	to putrefy, decay	NULL
1964	διασιζω	to hiss	NULL
1965	διασῐωπαω	to remain silent	NULL
1966	διασκανδῑκιζω	to dose with chervil	NULL
1967	διασκαπτω	to dig through	NULL
1968	διασκεδαννῡμι	to scatter abroad, scatter to the winds, disperse	NULL
1969	διασκευαζω	to get quite ready, equip	NULL
1970	διασκεω	to deck out	NULL
1971	διασκηνοω	to disperse and retire each to his quarters	NULL
1972	διασκηνοω		NULL
1973	διασκηριπτω	to prop on each side, to prop up	NULL
1974	διασκιδνημι		NULL
1975	διασκιρταω	to leap about	NULL
1976	διασκοπω	to look at in different ways, to examine	NULL
1977	διασκορπιζω	to scatter abroad	NULL
1978	διασκωπτω	to jest one with another, pass jokes to and fro	NULL
1979	διασμα	to wipe	NULL
1980	διασμηχω	to rub well	NULL
1981	διασμῑλευω	to polish off with the chisel	NULL
1982	διασπᾰθαω	to squander away	NULL
1983	διασπᾰρασσω	to rend in sunder	NULL
1984	διασπαω	to tear asunder, part forcibly	NULL
1985	διασπειρω	to scatter abroad, throw about	NULL
1986	διασπουδαζω	to do zealously	NULL
1987	διαστᾰσῐαζω	to form into separate factions	NULL
1988	διασταυροω	to fortify with a palisade	NULL
1989	διαστειχω	to go through	NULL
1990	διαστελλω	to put asunder, tear open	NULL
1991	διαστηριζω	to make firm	NULL
1992	διαστιλβω	to gleam through	NULL
1993	διαστοιβαζω	to stuff in between	NULL
1994	διαστρᾰτηγεω	to serve as a general, assume his duties	NULL
1995	διαστρεβλοω		NULL
1996	διαστρεφω	to turn different ways, to twist about, distort	NULL
1997	διασυρω	to tear in pieces	NULL
1998	διασφαιριζω	to throw about like a ball	NULL
1999	διασφαλλω	to overturn utterly	NULL
2000	διασφενδοναω	to scatter as by a sling:—	NULL
2001	διασχημᾰτιζω	to form completely	NULL
2002	διασχιζω	to cleave	NULL
2003	διατᾱγευω	to arrange	NULL
2004	διατᾰρασσω	to throw into great confusion, confound utterly	NULL
2005	διατασσω	to appoint	NULL
2006	διαταφρευω	to fortify by a ditch	NULL
2007	διατεινω	to stretch to the uttermost	NULL
2008	διατειχιζω	to cut off and fortify by a wall	NULL
2009	διατελευταω	to bring to fulfilment	NULL
2010	διατελω	to bring quite to an end, accomplish	NULL
2011	διατεμνω	to cut through, cut in twain, dissever	NULL
2012	διατετραινω	to bore through, make a hole in	NULL
2013	διατηκω	to melt, soften by heat	NULL
2014	διατηρεω	to watch closely, observe	NULL
2015	διατῑμαω	to continue to dishonour	NULL
2016	διατῐνασσω	to shake asunder, shake to pieces	NULL
2017	διατμηγω	to cut in twain	NULL
2018	διατιθημι	to place separately, arrange	NULL
2019	διατοξευω	to shoot through.	NULL
2020	διατρεπω	to turn away from	NULL
2021	διατρεφω	to sustain continually	NULL
2022	διατρεχω	to run across	NULL
2023	διατρεω	to flee all ways	NULL
2024	δῑατριβω	to rub between, rub hard, rub away, consume, waste	NULL
2025	διατροχαζω	to trot	NULL
2026	διατρωγω	to gnaw through	NULL
2027	διατῠποω	to form perfectly	NULL
2028	διαυγεω	to shine through	NULL
2029	διαφαινω	to shew through, let	NULL
2030	διαφωσκω	to shew light through, to dawn	NULL
2031	διαφερω	to carry over	NULL
2032	διαφευγω	to flee through, get away from, escape	NULL
2033	διαφημιζω	to spread abroad	NULL
2034	διαφθειρω	to destroy utterly	NULL
2035	διαφιημι	to dismiss, disband	NULL
2036	διαφῐλονῑκεω	to dispute earnestly	NULL
2037	διαφλεγω	to burn through	NULL
2038	διαφοιβαζω	to drive mad	NULL
2039	διαφοιταω	to wander	NULL
2040	διαφορω	to spread abroad	NULL
2041	διαφρασσω	to barricade	NULL
2042	διαφραζω	to speak distinctly, tell plainly	NULL
2043	διαφρεω	to let through, let pass	NULL
2044	διαφυγγανω		NULL
2045	διαφῠλασσω	to watch closely, guard carefully	NULL
2046	διαφυω	to intervene	NULL
2047	διαφῡσαω	to blow in different directions, disperse	NULL
2048	διαφυω	to draw off	NULL
2049	διαφωνεω	to be dissonant	NULL
2050	διαφωτιζω	to clear completely	NULL
2051	διαχαλαω	to loosen, unbar	NULL
2052	διαχασκω	to gape wide, yawn	NULL
2053	διαχειμαζω	to pass the winter	NULL
2054	διαχειριζω	to have in hand, conduct, manage, administer	NULL
2055	διαχειροτονεω	to choose between two	NULL
2056	διαχεω	to pour different ways, to disperse	NULL
2057	διαχλευαζω		NULL
2058	διαχοω	to complete	NULL
2059	διαχωρεω	to go through, pass through	NULL
2060	διαχωριζω	to separate	NULL
2061	διαψευδω	to deceive utterly	NULL
2062	διαψηφιζω	to vote in order with ballots	NULL
2063	διαψηχω	to cause to crumble away	NULL
2064	διαψῐθῠριζω	to whisper among themselves	NULL
2065	διαψυχω	to cool, refresh	NULL
2066	δῐδασκω	to teach	NULL
2067	διδημι	to bind, fetter	NULL
2068	υποδιδρασκω	to run away	NULL
2069	διεγγυα	to give bail for	NULL
2070	διδω	to give	NULL
2071	διειμι	to go to and fro, roam about	NULL
2072	διειργω	to keep asunder, separate	NULL
2073	διερυω	to draw across	NULL
2074	διειρω	to pass	NULL
2075	διεκθεω	to run through	NULL
2076	διεκπαιω	to break	NULL
2077	διεκπεραινω	to go through with	NULL
2078	διεκπεραω	to pass out through, pass quite through	NULL
2079	διεκπλωω	to sail out through	NULL
2080	διεκφευγω	to escape completely	NULL
2081	διεκχεω		NULL
2082	διελω	to drive through	NULL
2083	διελεγχω	to refute utterly	NULL
2084	διελκω	to draw asunder, widen	NULL
2085	διεμπολαω	to sell to different buyers	NULL
2086	διεμφαινω	to shew through	NULL
2087	διημι	to flee, speed	NULL
2088	διενῐαυτιζω	to live out the year	NULL
2089	διεξαττω	to rush forth	NULL
