	FPP	English	Sentiment
2649	δᾰσῠκνημων	shaggy-legged	NULL
2650	δασυμαλλω	thick-fleeced, woolly	NULL
2651	δασυ	thick with hair, hairy, shaggy, rough	NULL
2652	δᾰσυστερνος	shaggy-breasted	NULL
2653	δᾰτηριος	dividing, distributing	NULL
2654	δαφνηφορω	laurel-bearing	NULL
2655	δαφνιακος	belonging to a laurel	NULL
2656	δαφνογηθης	delighting in laurel	NULL
2657	δαφνοκομος	laurel-crowned	NULL
2658	δαφνωδη	like laurel: laurelled	NULL
2659	δᾰφοινος	blood-red, tawny	NULL
2660	δαψιλη	abundant, plentiful	NULL
2661	δεελος		NULL
2662	δεητικος	suppliant	NULL
2663	δειδημων	fearful, cowardly	NULL
2664	δειελινος	at evening	NULL
2665	δειελω	of	NULL
2666	δεικτεος	to be shown	NULL
2667	δειλαιε	wretched, sorry, paltry	NULL
2668	δειλακρος	very pitiable	NULL
2669	δειλινος		NULL
2670	δειλ	cowardly, craven	NULL
2671	δειμᾰλεος	timid	NULL
2672	δειμᾰτοεις	frightened, scared	NULL
2673	δειν	fearful, terrible, dread, dire	NULL
2674	δεινωπος	fierce-eyed	NULL
2675	δειπνητικος	of	NULL
2676	δειπνολοχος	fishing for invitations to dinner, parasitic	NULL
2677	δειπνοφορος	carrying meat-offerings	NULL
2678	δειραχθης	heavy on the neck	NULL
2679	δεισῐδαιμων	fearing the gods	NULL
2680	δεκαβοιος	worth ten oxen	NULL
2681	δεκαδωρω	ten palms long	NULL
2682	δεκαετηρος	ten-yearly	NULL
2683	δεκαετη	ten years old	NULL
2684	δεκακλινω	holding ten dinner-couches	NULL
2685	δεκαμηνος	ten months old	NULL
2686	δεκαμνω	weighing	NULL
2687	δεκαμφορος	holding ten	NULL
2688	δεκαπηχυ	ten cubits long	NULL
2689	δεκᾰπλασιος	tenfold	NULL
2690	δεκᾰπλεθρος	enclosing ten	NULL
2691	δεκᾰπλους		NULL
2692	δεκᾰταιος	on the tenth day	NULL
2693	δεκᾰτᾰλαντος	worth ten talents	NULL
2694	δεκᾰτοσπορος	in the tenth generation	NULL
2695	δεκατω	tenth	NULL
2696	δεκαφῡλος	consisting of ten tribes	NULL
2697	ERROR: Nothing found with those parameters	ten thousand	NULL
2698	δεκετηρος		NULL
2699	δεκετης	lasting ten years	NULL
2700	δεκτεος	to be received	NULL
2701	δεκτω	acceptable	NULL
2702	δεκωρῠγος	ten fathoms long	NULL
2703	δελτογραφω	writing on a tablet, recording	NULL
2704	δελφικος	Delphic	NULL
2705	δεμνιοτηρη	keeping one to one's bed	NULL
2706	δενδρηεις	woody	NULL
2707	δενδριακος	of a tree	NULL
2708	δενδροκομος	grown with wood	NULL
2709	δενδροπημων	blasting trees	NULL
2710	δενδροφορος	bearing trees	NULL
2711	δενδροφῠτος	planted with trees	NULL
2712	δενδρωδης	tree-like	NULL
2713	δεξιμηλ	receiving sheep	NULL
2714	δεξι	on the right hand	NULL
2715	δεξιπῠρος	receiving fire	NULL
2716	δεξιτερω	right, the right	NULL
2717	δεραγχη	throttling	NULL
2718	δερμᾰτινος	of skin, leathern	NULL
2719	δεσμιω	binding	NULL
2720	δεσποσῠνος	of	NULL
2721	δεσποτικος	of	NULL
2722	δευσοποιω	deeply dyed, ingrained, fast	NULL
2723	δευτᾰτος	the last	NULL
2724	δευτεραιος	on the second day	NULL
2725	δευτερ	second	NULL
2726	δεχημερος	for ten days, lasting ten days	NULL
2727	δηαλωτος	taken by the enemy, captive	NULL
2728	δηκτηριος	biting, torturing	NULL
2729	δηκτικος	able to bite, biting, stinging	NULL
2730	δηλημων	baneful, noxious	NULL
2731	δηλιος	Delian	NULL
2732	δηλογενης	Delos-born	NULL
2733	δηλ	visible, conspicuous	NULL
2734	δημᾰγωγικος	fit for	NULL
2735	δημαρατω	prayed for by the people	NULL
2736	δημαρχικος	tribunician	NULL
2737	δημηγορικος	of	NULL
2738	δημιοπληθη	abounding in public	NULL
2739	δημιω	belonging to the people, public	NULL
2740	δημιουργικος	of	NULL
2741	δημοβορος	devourer of the people	NULL
2742	δημοθρους	uttered by the people	NULL
2743	δημοκοπικος	of	NULL
2744	δημοκραντος	ratified by the people	NULL
2745	δημοκρατικω	of	NULL
2746	δημολευστος	publicly stoned	NULL
2747	δημοποιητος	made a citizen	NULL
2748	δημορρῐφης	hurled by the people	NULL
2749	δημοσι	belonging to the people	NULL
2750	δημοτελη	at the public cost, public, national	NULL
2751	δημοτερος	common, vulgar	NULL
2752	δημοτικω	of	NULL
2753	δημουχος	protecting the people	NULL
2754	δημοφαγος		NULL
2755	δημωδη	of the people, popular	NULL
2756	δημωφελης	of public use	NULL
2757	δαναιε	long-lived	NULL
2758	δηξιθῡμος		NULL
2759	δηριφᾰτος		NULL
2760	δηροβῐος	long-lived	NULL
2761	δηρω	long, too long	NULL
2762	δηωος	sacred to Demeter	NULL
2763	διαβᾰτεος	that can be crossed	NULL
2764	διαβᾰτος	to be crossed	NULL
2765	διαβοητος	noised abroad, famous	NULL
2766	διαβολω	slanderous, backbiting	NULL
2767	διαβορω	eating through, devouring	NULL
2768	διαβροχος	very wet, moist	NULL
2769	διαγλυπτος	carved in intaglio, engraved	NULL
2770	διαγνωστεος	one must distinguish	NULL
2771	διαγνωστικος	able to distinguish	NULL
2772	διᾰγωγικος	of	NULL
2773	διαδεξιος	of good omen	NULL
2774	διαδετος	bound fast	NULL
2775	διαδηλος	distinguishable among others	NULL
2776	διαδημᾰτοφορος	wearing a diadem	NULL
2777	διαδρομος	running through	NULL
2778	διᾱεριος	high in air, transcendental	NULL
2779	διαθεατεος		NULL
2780	διαθερμος	heated through: of a hot temperament	NULL
2781	διαιθρος	quite clear and fine	NULL
2782	διαιμος	blood-stained	NULL
2783	διαιρετεος	to be divided	NULL
2784	διαιρετικος	divisible	NULL
2785	διαιρετω	divided, separated	NULL
2786	διακᾰης	burnt through, very hot	NULL
2787	διακενω	quite empty	NULL
2788	διᾱκονικος	serviceable	NULL
2789	διακορης		NULL
2790	διακορος	satiated, glutted	NULL
2791	διακοσι	two hundred	NULL
2792	διακριβωτεος	one must discuss minutely	NULL
2793	ERROR: Nothing found with those parameters	the mountaineers	NULL
2794	διακριτεος	one must decide	NULL
2795	διακρῐτος	separated: choice, excellent	NULL
2796	διακωλυτεος	one must hinder	NULL
2797	διαλγης	grievous	NULL
2798	διαλεκτεος	one must discourse	NULL
2799	διαλεκτικος	skilled in logical argument	NULL
2800	διαληπτεος	one must distinguish	NULL
2801	διαλυτεος	one must dissolve	NULL
2802	διαλυτω	capable of dissolution	NULL
2803	διαμαχητεος	one must deny absolutely	NULL
2804	διαμετρητω	measured out	NULL
2805	διαμῡδᾰλεος	drenching	NULL
2806	διαμφιδιος	utterly different	NULL
2807	διανεμητεος	one must distribute	NULL
2808	διανεμητικος	distributive	NULL
2809	διανοητικω	of	NULL
2810	διανταιω	extending throughout, right through	NULL
2811	διαπλους	sailing continually	NULL
2812	διαπονος	exercised	NULL
2813	διαποντιος	beyond sea	NULL
2814	διαπρεπη	eminent, distinguished, illustrious	NULL
2815	διαπρυσιος	going through, piercing	NULL
2816	διαπῠρος	red-hot	NULL
2817	διαργεμος	fleckt with white	NULL
2818	διαρκη	quite sufficient	NULL
2819	διαρρῠτος	intersected by streams	NULL
2820	διασειστος	shaken about	NULL
2821	διασημος	clear, distinct	NULL
2822	διασκηνητεος	one must take up one's quarters	NULL
2823	διασπᾰρακτος	torn to pieces	NULL
2824	διαστᾰτικος	separative, causing discord	NULL
2825	διαστενος	very narrow	NULL
2826	διαστερος	starred	NULL
2827	διαστροφος	twisted, distorted	NULL
2828	διατελης	continuous, incessant	NULL
2829	διατινθαλεω		NULL
2830	διατοξευσιμος	that can be shot across	NULL
2831	διατορω	piercing, galling	NULL
2832	διατριπτεος	one must spend time	NULL
2833	διατροπος	various in dispositions	NULL
2834	διατρυγιος	bearing grapes in succession	NULL
2835	διαυγες	transparent	NULL
2836	διαφανη	seen through, transparent	NULL
2837	διαφορ	different, unlike	NULL
2838	διαφῠλακτεος	to be watched, preserved	NULL
2839	διαφωνος	discordant	NULL
2840	διαχρυσω	interwoven with gold	NULL
2841	διβᾱμος	on two legs	NULL
2842	δῐβολος	two-pointed	NULL
2843	διγληνος	with two eye-balls	NULL
2844	διγλωττος	speaking two languages	NULL
2845	διγονος	twice-born	NULL
2846	διδακτεος	one must teach	NULL
2847	δῐδακτικος	apt at teaching	NULL
2848	διδακτ	taught, learnt	NULL
2849	δῐδασκᾰλικος	fit for teaching, capable of giving instruction, instructive	NULL
2850	δῐδραχμος	worth two drachms: with pay of two drachms a day	NULL
2851	διδυμᾱτοκος	bearing twins	NULL
2852	διδυμογενες	twin-born	NULL
2853	διδυμ	double, twofold, twain	NULL
2854	διειρωνοξενος	dissembling with one's guests	NULL
2855	διενεκτεος	one must excel	NULL
2856	διεξοδικος	detailed	NULL
2857	διερω	fresh, active, nimble	NULL
2858	διετησιος	lasting through the year	NULL
2859	διετη	of	NULL
2860	διευλαβητεος	one must take heed to	NULL
2861	διζωω	with two lives	NULL
2862	διηνεκη	continuous, unbroken	NULL
2863	διηνεμος	blown through, wind-swept	NULL
2864	διηρα	double	NULL
2865	δῐθαλασσος	between two seas, where two seas meet	NULL
2866	δῐθηκτος	two-edged	NULL
2867	δῐθρονος	two-throned	NULL
2868	διθῠρος	with two doors	NULL
2869	διιος	of Zeus	NULL
2870	διιπετες	fallen from Zeus	NULL
2871	διιπετες	hovering in air	NULL
2872	διιστεος	one must learn	NULL
2873	διιτεος	one must go through	NULL
2874	διιτρεφης		NULL
2875	δικαι	observant of custom and social rule, well-ordered, civilised	NULL
2876	δῐκᾱνικος	skilled in law, versed in pleading, lawyer-like	NULL
2877	δῐκαρηνος	two-headed	NULL
2878	δικαστικω	of	NULL
2879	δικεραιος	two-horned, two-pointed	NULL
2880	δικερως	two-horned	NULL
2881	δῐκηφορος	bringing justice, avenging	NULL
2882	δικορυμβος	two-pointed, two-peaked	NULL
2883	δῐκορῠφος	two-peaked	NULL
2884	δῐκρᾰτης	co-mate in power	NULL
2885	δικρου	forked, cloven, bifurcate	NULL
2886	δικροτος	double-beating	NULL
2887	δικτῠβολος	a fisherman	NULL
2888	δικτῠοκλωστος	woven in meshes	NULL
2889	δικωπω	two-oared	NULL
2890	δῐλογος	double-tongued, doubtful	NULL
2891	δῐλογχος	double-pointed, two-fold	NULL
2892	δῐλοφος	double-crested	NULL
2893	δῐμνεως	worth	NULL
2894	δῐμοιρος	divided in two, double	NULL
2895	διναεν	whirling, eddying	NULL
2896	δινητος	whirled round	NULL
2897	δινωδη	eddying;	NULL
2898	δῑνωτος	turned, rounded	NULL
2899	διοβολος	hurled by Zeus	NULL
2900	διογενη	sprung from Zeus	NULL
2901	διοιστεος	one must move round	NULL
2902	διομηδειος	of	NULL
2903	διομολογητεος	one must concede	NULL
2904	δῐονῡσιακος	belonging to Dionysus	NULL
2905	διοπετης	that fell from Zeus	NULL
2906	διοπτρικος	of, belonging to the use of the	NULL
2907	διοργυιος	two fathoms long, high	NULL
2908	διοσδοτω	given by Zeus	NULL
2909	δι	god-like, divine	NULL
2910	διοτρεφες	cherished by Zeus	NULL
2911	δῐπαλαιστος	two palms broad	NULL
2912	δῐπαλτος	brandished with both hands, two-handed	NULL
2913	διπηχυ	two cubits long, broad	NULL
2914	διπλαδιος	double	NULL
2915	διπλασιω	twofold, double, twice as much as, twice as many as, as long as	NULL
2916	διπλεθρω	two	NULL
2917	διπλω	twofold, double	NULL
2918	διποδης	two feet long, broad	NULL
2919	ERROR: Nothing found with those parameters	festival of Zeus	NULL
2920	δῑπολιωδης	like the	NULL
2921	διπορος	with two roads	NULL
2922	διποτᾰμος	between two rivers	NULL
2923	διπτυχω	double-folded, doubled	NULL
2924	διπῠλος	double-gated, with two entrances	NULL
2925	διπῠρος	with double flame	NULL
2926	διρρῡμος	with two poles	NULL
2927	δισᾱβος	twice young	NULL
2928	δῐσευνος	with two wives	NULL
2929	δισθᾰνης	twice dead	NULL
2930	δισκηπτρος	two-sceptred	NULL
2931	δισκοφορος	bringing the discus	NULL
2932	ERROR: Nothing found with those parameters	twenty thousand	NULL
2933	δισς	two-fold, double	NULL
2934	διστῐχος	of two verses	NULL
2935	διστολος	in pairs, two together	NULL
2936	διστομω	double-mouthed, with two entrances	NULL
2937	δισυλλαβω	of two syllables	NULL
2938	δισχιλιος	two thousand	NULL
2939	δῐταλαντος	worth	NULL
2940	δῐφασιος	two-fold, double	NULL
2941	διφθερινος	of tanned leather	NULL
2942	διφριος	of a chariot	NULL
2943	διφροφορος	carrying a camp-stool;	NULL
2944	διφυη	of double form	NULL
2945	διφυιος		NULL
2946	δῐχηλος	cloven-hoofed	NULL
2947	δῐχηρης	dividing	NULL
2948	διχθαδι	twofold, double, divided	NULL
2949	διχοινικω	holding	NULL
2950	δῐχομηνος	dividing the month	NULL
2951	δῐχομῡθος	double-speaking	NULL
2952	δῐχονους	double-minded.	NULL
2953	δῐχορρᾰγης	broken in twain	NULL
2954	δῐχορροπος	oscillating	NULL
2955	δῐχοτομος	cut in half, divided equally	NULL
2956	δῐχοφρων	at variance, discordant	NULL
2957	διχρωμος	two-coloured	NULL
2958	διψαλεω	thirsty	NULL
2959	διψιος	thirsty, athirst	NULL
2960	διψῡχος	double-minded	NULL
2961	διωδῠνος	with thrilling anguish	NULL
2962	διωκτεος	to be pursued	NULL
2963	διωλενιος	with out-stretched arms	NULL
2964	διωλυγιος	far-sounding, enormous, immense	NULL
2965	διωμοτος	bound by oath	NULL
2966	δῐωνῠμος	with two names	NULL
2967	δῐωξῐκελευθος	urging on the way	NULL
2968	διωξιππω	horse-driving	NULL
2969	διωτος	two-eared: two handled	NULL
2970	δμωος	in servile condition	NULL
2971	δνοφερω	dark, dusk, murky	NULL
2972	ERROR: Nothing found with those parameters	two, both	NULL
2973	δοιοτοκος	bearing twins	NULL
2974	δοκησῐσοφος	wise in one's own conceit	NULL
2975	δοκιμω	assayed, examined, tested	NULL
2976	δολερω	deceitful, deceptive, treacherous	NULL
2977	δολιε	crafty, deceitful, treacherous	NULL
2978	δολῐχαυλος	with a long tube	NULL
2979	δολῐχεγχης	with tall spear	NULL
2980	δολῐχηρετμος	long-oared	NULL
2981	δολῐχοδειρος	long-necked	NULL
2982	δολῐχοδρομος	running the long course	NULL
2983	δολῐχοσκῐος	casting a long shadow;	NULL
2984	δολιχ	long	NULL
2985	δολοεις	subtle, wily	NULL
2986	δολομῡθος	subtle-speaking	NULL
2987	δολοπλοκος	weaving wiles	NULL
2988	δολοποιος	treacherous, ensnaring	NULL
2989	δολορραφος	contriving wiles.	NULL
2990	δολοφονος	slaying by treachery	NULL
2991	δολοφραδες	wily-minded	NULL
2992	δομαιος	for building	NULL
2993	δομοσφαλη	shaking the house	NULL
2994	δονᾰκογλυφος	reed-cutting, pen-making	NULL
2995	δονᾰκοεις	reedy	NULL
2996	δονᾰκοτροφος	producing reeds	NULL
2997	δονᾰκοχλους	green with reeds	NULL
2998	δοξαστος	matter of opinion, conjectural	NULL
2999	δοξοκοπος	thirsting for popularity.	NULL
3000	δοξομᾰνης	mad after fame.	NULL
3001	δοξομᾰταιοσοφος	a would-be philosopher	NULL
3002	δοξοσοφος	wise in one's own conceit	NULL
3003	δορᾰτοπᾰχης	of a spear's thickness	NULL
3004	δορηιος	wooden	NULL
3005	δοριαλωτω	captive of the spear, taken in war	NULL
3006	δορῐγαμβρος	bride of battles	NULL
3007	δορῐθηρᾱτος	taken by the spear	NULL
