id	text	bare_text	sequence_num	morph_code	base_form	bare_base_form	definition
767	διαχώρ-ισμα	διαχωρ-ισμα	767	n-s---nv-	διαχώρισμα	διαχωρισμα	a cleft, division
768	διαχώρισμα	διαχωρισμα	768	n-s---nv-	διαχώρισμα	διαχωρισμα	a cleft, division
769	δυσοδοπαίπαλα	δυσοδοπαιπαλα	769	a-p---na-	δυσοδοπαίπαλος	δυσοδοπαιπαλος	difficult and rugged
770	δυσοδοπαίπαλα	δυσοδοπαιπαλα	770	a-p---nn-	δυσοδοπαίπαλος	δυσοδοπαιπαλος	difficult and rugged
771	δυσοδοπαίπαλα	δυσοδοπαιπαλα	771	a-p---nv-	δυσοδοπαίπαλος	δυσοδοπαιπαλος	difficult and rugged
772	δυσοδοπαίπαλος	δυσοδοπαιπαλος	772	a-s---fn-	δυσοδοπαίπαλος	δυσοδοπαιπαλος	difficult and rugged
773	δῠς-οδοπαίπᾰλος	δῠς-οδοπαιπᾰλος	773	a-s---fn-	δυσοδοπαίπαλος	δυσοδοπαιπαλος	difficult and rugged
774	δῠσοδοπαίπᾰλος	δῠσοδοπαιπᾰλος	774	a-s---fn-	δυσοδοπαίπαλος	δυσοδοπαιπαλος	difficult and rugged
775	δυσοδοπαίπαλος	δυσοδοπαιπαλος	775	a-s---mn-	δυσοδοπαίπαλος	δυσοδοπαιπαλος	difficult and rugged
776	δῠς-οδοπαίπᾰλος	δῠς-οδοπαιπᾰλος	776	a-s---mn-	δυσοδοπαίπαλος	δυσοδοπαιπαλος	difficult and rugged
777	δῠσοδοπαίπᾰλος	δῠσοδοπαιπᾰλος	777	a-s---mn-	δυσοδοπαίπαλος	δυσοδοπαιπαλος	difficult and rugged
778	δυστήρητος	δυστηρητος	778	a-s---fn-	δυστήρητος	δυστηρητος	hard to keep
779	δυστήρητος	δυστηρητος	779	a-s---mn-	δυστήρητος	δυστηρητος	hard to keep
780	εἰδήμονες	ειδημονες	780	a-p---fn-	εἰδήμων	ειδημων	knowing
781	εἰδήμονες	ειδημονες	781	a-p---fv-	εἰδήμων	ειδημων	knowing
782	εἰδήμονες	ειδημονες	782	a-p---mn-	εἰδήμων	ειδημων	knowing
783	εἰδήμονες	ειδημονες	783	a-p---mv-	εἰδήμων	ειδημων	knowing
784	εἰδήμονα	ειδημονα	784	a-p---na-	εἰδήμων	ειδημων	knowing
785	εἰδήμονα	ειδημονα	785	a-p---nn-	εἰδήμων	ειδημων	knowing
786	εἰδήμονα	ειδημονα	786	a-p---nv-	εἰδήμων	ειδημων	knowing
787	εἰδήμονα	ειδημονα	787	a-s---fa-	εἰδήμων	ειδημων	knowing
788	εἰδ-ήμων	ειδ-ημων	788	a-s---fn-	εἰδήμων	ειδημων	knowing
789	εἰδήμων	ειδημων	789	a-s---fn-	εἰδήμων	ειδημων	knowing
790	εἰδήμονα	ειδημονα	790	a-s---ma-	εἰδήμων	ειδημων	knowing
791	εἰδ-ήμων	ειδ-ημων	791	a-s---mn-	εἰδήμων	ειδημων	knowing
792	εἰδήμων	ειδημων	792	a-s---mn-	εἰδήμων	ειδημων	knowing
793	εἰσαφικνουμένων	εισαφικνουμενων	793	t-pp-efg-	εἰσαφικνέομαι	εισαφικνεομαι	to come into
794	εἰσαφικνουμένους	εισαφικνουμενους	794	t-pp-ema-	εἰσαφικνέομαι	εισαφικνεομαι	to come into
795	εἰσαφικνουμένοις	εισαφικνουμενοις	795	t-pp-emd-	εἰσαφικνέομαι	εισαφικνεομαι	to come into
796	εἰσαφικνουμένων	εισαφικνουμενων	796	t-pp-emg-	εἰσαφικνέομαι	εισαφικνεομαι	to come into
797	εἰσαφικνούμενοι	εισαφικνουμενοι	797	t-pp-emn-	εἰσαφικνέομαι	εισαφικνεομαι	to come into
798	εἰσαφικνούμενοι	εισαφικνουμενοι	798	t-pp-emv-	εἰσαφικνέομαι	εισαφικνεομαι	to come into
799	εἰσαφικνουμένοις	εισαφικνουμενοις	799	t-pp-end-	εἰσαφικνέομαι	εισαφικνεομαι	to come into
800	εἰσαφικνουμένων	εισαφικνουμενων	800	t-pp-eng-	εἰσαφικνέομαι	εισαφικνεομαι	to come into
801	ἐμοὐσαφιγμένων	εμουσαφιγμενων	801	t-pr-efg-	εἰσαφικνέομαι	εισαφικνεομαι	to come into
802	ἐμοὐσαφιγμένων	εμουσαφιγμενων	802	t-pr-emg-	εἰσαφικνέομαι	εισαφικνεομαι	to come into
803	ἐμοὐσαφιγμένων	εμουσαφιγμενων	803	t-pr-eng-	εἰσαφικνέομαι	εισαφικνεομαι	to come into
804	ἐσαπικέσθαι	εσαπικεσθαι	804	v--anm---	εἰσαφικνέομαι	εισαφικνεομαι	to come into
805	εἰσαφικέσθαι	εισαφικεσθαι	805	v--anm---	εἰσαφικνέομαι	εισαφικνεομαι	to come into
806	ἐσαπικνέεσθαι	εσαπικνεεσθαι	806	v--pne---	εἰσαφικνέομαι	εισαφικνεομαι	to come into
807	εἰσαφικνεῖσθαι	εισαφικνεισθαι	807	v--pne---	εἰσαφικνέομαι	εισαφικνεομαι	to come into
808	εἰσαφικόμην	εισαφικομην	808	v1saim---	εἰσαφικνέομαι	εισαφικνεομαι	to come into
809	εἰσαφίξομαι	εισαφιξομαι	809	v1sfim---	εἰσαφικνέομαι	εισαφικνεομαι	to come into
810	ἐσαπικνέομαι	εσαπικνεομαι	810	v1spie---	εἰσαφικνέομαι	εισαφικνεομαι	to come into
811	εἰσαφ-ικνέομαι	εισαφ-ικνεομαι	811	v1spie---	εἰσαφικνέομαι	εισαφικνεομαι	to come into
812	εἰσαφικνέομαι	εισαφικνεομαι	812	v1spie---	εἰσαφικνέομαι	εισαφικνεομαι	to come into
813	εἰσαφίκηαι	εισαφικηαι	813	v2sase---	εἰσαφικνέομαι	εισαφικνεομαι	to come into
814	εἰσαφίκοντο	εισαφικοντο	814	v3paim---	εἰσαφικνέομαι	εισαφικνεομαι	to come into
815	εἰσαφικνοῦνται	εισαφικνουνται	815	v3ppie---	εἰσαφικνέομαι	εισαφικνεομαι	to come into
816	ἐσαπίκετο	εσαπικετο	816	v3saim---	εἰσαφικνέομαι	εισαφικνεομαι	to come into
817	εἰσαφίκοιτο	εισαφικοιτο	817	v3saom---	εἰσαφικνέομαι	εισαφικνεομαι	to come into
818	εἰσαφίκηται	εισαφικηται	818	v3sase---	εἰσαφικνέομαι	εισαφικνεομαι	to come into
819	εἰσκυκλήσας	εισκυκλησας	819	t-sa-amn-	εἰσκυκλέω	εισκυκλεω	to turn
820	εἰσκυκλήσας	εισκυκλησας	820	t-sa-amv-	εἰσκυκλέω	εισκυκλεω	to turn
821	εἰσκυκλουμένην	εισκυκλουμενην	821	t-sp-efa-	εἰσκυκλέω	εισκυκλεω	to turn
822	ἐσκυκλεῖν	εσκυκλειν	822	v--pna---	εἰσκυκλέω	εισκυκλεω	to turn
823	ἐσκεκύκληκεν	εσκεκυκληκεν	823	v--rna---	εἰσκυκλέω	εισκυκλεω	to turn
824	εἰσκεκύκληκεν	εισκεκυκληκεν	824	v--rna---	εἰσκυκλέω	εισκυκλεω	to turn
825	εἰσκυκλήσομαι	εισκυκλησομαι	825	v1sasm---	εἰσκυκλέω	εισκυκλεω	to turn
826	εἰσκυκλήσομαι	εισκυκλησομαι	826	v1sfim---	εἰσκυκλέω	εισκυκλεω	to turn
827	εἰσκυκλ-έω	εισκυκλ-εω	827	v1spia---	εἰσκυκλέω	εισκυκλεω	to turn
828	εἰσκυκλέω	εισκυκλεω	828	v1spia---	εἰσκυκλέω	εισκυκλεω	to turn
829	εἰσκυκλ-έω	εισκυκλ-εω	829	v1spsa---	εἰσκυκλέω	εισκυκλεω	to turn
830	εἰσκυκλέω	εισκυκλεω	830	v1spsa---	εἰσκυκλέω	εισκυκλεω	to turn
831	εἰσκυκλήσας	εισκυκλησας	831	v2saia---	εἰσκυκλέω	εισκυκλεω	to turn
832	ἐσκεκύκληκεν	εσκεκυκληκεν	832	v3plia---	εἰσκυκλέω	εισκυκλεω	to turn
833	εἰσκεκύκληκεν	εισκεκυκληκεν	833	v3plia---	εἰσκυκλέω	εισκυκλεω	to turn
834	ἐσκυκλησάτω	εσκυκλησατω	834	v3sama---	εἰσκυκλέω	εισκυκλεω	to turn
835	εἰσκυκλεῖται	εισκυκλειται	835	v3spie---	εἰσκυκλέω	εισκυκλεω	to turn
836	ἐσκεκύκληκεν	εσκεκυκληκεν	836	v3sria---	εἰσκυκλέω	εισκυκλεω	to turn
837	εἰσκεκύκληκεν	εισκεκυκληκεν	837	v3sria---	εἰσκυκλέω	εισκυκλεω	to turn
838	ἐντεταμένως	εντεταμενως	838	d--------	ἐντεταμένως	εντεταμενως	vehemently, vigorously
839	ἐντετᾰμένως	εντετᾰμενως	839	d--------	ἐντεταμένως	εντεταμενως	vehemently, vigorously
840	ἐξαμύνασθαι	εξαμυνασθαι	840	v--ane---	ἐξαμύνομαι	εξαμυνομαι	to ward off from oneself, drive away
841	ἐξαμύνασθαι	εξαμυνασθαι	841	v--anm---	ἐξαμύνομαι	εξαμυνομαι	to ward off from oneself, drive away
842	ἐξαμύνεσθαι	εξαμυνεσθαι	842	v--pne---	ἐξαμύνομαι	εξαμυνομαι	to ward off from oneself, drive away
843	ἐξαμύνομαι	εξαμυνομαι	843	v1sase---	ἐξαμύνομαι	εξαμυνομαι	to ward off from oneself, drive away
844	ἐξᾰμύνομαι	εξᾰμυνομαι	844	v1sase---	ἐξαμύνομαι	εξαμυνομαι	to ward off from oneself, drive away
845	ἐξαμύνομαι	εξαμυνομαι	845	v1sasm---	ἐξαμύνομαι	εξαμυνομαι	to ward off from oneself, drive away
846	ἐξᾰμύνομαι	εξᾰμυνομαι	846	v1sasm---	ἐξαμύνομαι	εξαμυνομαι	to ward off from oneself, drive away
847	ἐξαμύνομαι	εξαμυνομαι	847	v1spie---	ἐξαμύνομαι	εξαμυνομαι	to ward off from oneself, drive away
848	ἐξᾰμύνομαι	εξᾰμυνομαι	848	v1spie---	ἐξαμύνομαι	εξαμυνομαι	to ward off from oneself, drive away
849	ἐξαμύνονται	εξαμυνονται	849	v3ppie---	ἐξαμύνομαι	εξαμυνομαι	to ward off from oneself, drive away
850	ἐξομουμένους	εξομουμενους	850	t-pf-mma-	ἐξόμνυμι	εξομνυμι	to swear in excuse
851	ἐξομνυμένους	εξομνυμενους	851	t-pp-ema-	ἐξόμνυμι	εξομνυμι	to swear in excuse
852	ἐξομόσας	εξομοσας	852	t-sa-amn-	ἐξόμνυμι	εξομνυμι	to swear in excuse
853	ἐξομόσας	εξομοσας	853	t-sa-amv-	ἐξόμνυμι	εξομνυμι	to swear in excuse
854	ἐξομοσάμενον	εξομοσαμενον	854	t-sa-mma-	ἐξόμνυμι	εξομνυμι	to swear in excuse
855	ἐξομοσαμένῳ	εξομοσαμενω	855	t-sa-mmd-	ἐξόμνυμι	εξομνυμι	to swear in excuse
856	ἐξομοσάμενος	εξομοσαμενος	856	t-sa-mmn-	ἐξόμνυμι	εξομνυμι	to swear in excuse
857	ἐξομοσάμενον	εξομοσαμενον	857	t-sa-mna-	ἐξόμνυμι	εξομνυμι	to swear in excuse
858	ἐξομοσαμένῳ	εξομοσαμενω	858	t-sa-mnd-	ἐξόμνυμι	εξομνυμι	to swear in excuse
859	ἐξομοσάμενον	εξομοσαμενον	859	t-sa-mnn-	ἐξόμνυμι	εξομνυμι	to swear in excuse
860	ἐξομοσάμενον	εξομοσαμενον	860	t-sa-mnv-	ἐξόμνυμι	εξομνυμι	to swear in excuse
861	ἐξομνύμενον	εξομνυμενον	861	t-sp-ema-	ἐξόμνυμι	εξομνυμι	to swear in excuse
862	ἐξομνύμενον	εξομνυμενον	862	t-sp-ena-	ἐξόμνυμι	εξομνυμι	to swear in excuse
863	ἐξομνύμενον	εξομνυμενον	863	t-sp-enn-	ἐξόμνυμι	εξομνυμι	to swear in excuse
864	ἐξομνύμενον	εξομνυμενον	864	t-sp-env-	ἐξόμνυμι	εξομνυμι	to swear in excuse
865	ἐξομόσασθαι	εξομοσασθαι	865	v--anm---	ἐξόμνυμι	εξομνυμι	to swear in excuse
866	ἐξομεῖσθαι	εξομεισθαι	866	v--fnm---	ἐξόμνυμι	εξομνυμι	to swear in excuse
867	ἐξομνύειν	εξομνυειν	867	v--pna---	ἐξόμνυμι	εξομνυμι	to swear in excuse
868	ἐξομνύναι	εξομνυναι	868	v--pna---	ἐξόμνυμι	εξομνυμι	to swear in excuse
869	ἐξόμνυσθαι	εξομνυσθαι	869	v--pne---	ἐξόμνυμι	εξομνυμι	to swear in excuse
870	ἐξώμοσα	εξωμοσα	870	v1saia---	ἐξόμνυμι	εξομνυμι	to swear in excuse
871	ἐξωμοσάμην	εξωμοσαμην	871	v1saim---	ἐξόμνυμι	εξομνυμι	to swear in excuse
872	ἐξομοῦμαι	εξομουμαι	872	v1sfim---	ἐξόμνυμι	εξομνυμι	to swear in excuse
873	ἐξόμνυμι	εξομνυμι	873	v1spia---	ἐξόμνυμι	εξομνυμι	to swear in excuse
874	ἐξόμνῡμι	εξομνῡμι	874	v1spia---	ἐξόμνυμι	εξομνυμι	to swear in excuse
875	συνεξ-όμνυμι	συνεξ-ομνυμι	875	v1spia---	ἐξόμνυμι	εξομνυμι	to swear in excuse
876	συνεξόμνυμι	συνεξομνυμι	876	v1spia---	ἐξόμνυμι	εξομνυμι	to swear in excuse
877	ἐξωμόσαθ’	εξωμοσαθ	877	v2paia---	ἐξόμνυμι	εξομνυμι	to swear in excuse
878	ἐξομόσασθε	εξομοσασθε	878	v2paim---	ἐξόμνυμι	εξομνυμι	to swear in excuse
879	ἐξομόσασθε	εξομοσασθε	879	v2pamm---	ἐξόμνυμι	εξομνυμι	to swear in excuse
880	ἐξομόσαιτ’	εξομοσαιτ	880	v2paoa---	ἐξόμνυμι	εξομνυμι	to swear in excuse
881	ἐξομόσας	εξομοσας	881	v2saia---	ἐξόμνυμι	εξομνυμι	to swear in excuse
882	ἐξωμόσω	εξωμοσω	882	v2saim---	ἐξόμνυμι	εξομνυμι	to swear in excuse
883	’ξομεῖ	ξομει	883	v2sfim---	ἐξόμνυμι	εξομνυμι	to swear in excuse
884	ἐξομεῖ	εξομει	884	v2sfim---	ἐξόμνυμι	εξομνυμι	to swear in excuse
885	ἐξομῇ	εξομη	885	v2sfim---	ἐξόμνυμι	εξομνυμι	to swear in excuse
886	ἐξόμνυνται	εξομνυνται	886	v3ppie---	ἐξόμνυμι	εξομνυμι	to swear in excuse
887	ἐξομνύωσιν	εξομνυωσιν	887	v3ppsa---	ἐξόμνυμι	εξομνυμι	to swear in excuse
888	ἐξώμοσεν	εξωμοσεν	888	v3saia---	ἐξόμνυμι	εξομνυμι	to swear in excuse
889	ἐξωμόσαθ’	εξωμοσαθ	889	v3saim---	ἐξόμνυμι	εξομνυμι	to swear in excuse
890	ἐξωμόσατο	εξωμοσατο	890	v3saim---	ἐξόμνυμι	εξομνυμι	to swear in excuse
891	ἐξομόσαιτ’	εξομοσαιτ	891	v3saom---	ἐξόμνυμι	εξομνυμι	to swear in excuse
892	ἐξομόσαιτο	εξομοσαιτο	892	v3saom---	ἐξόμνυμι	εξομνυμι	to swear in excuse
893	ἐξομόσηται	εξομοσηται	893	v3sasm---	ἐξόμνυμι	εξομνυμι	to swear in excuse
894	ἐξομόσηται	εξομοσηται	894	v3sfim---	ἐξόμνυμι	εξομνυμι	to swear in excuse
895	ἐπαργέμους	επαργεμους	895	a-p---fa-	ἐπάργεμος	επαργεμος	having a film over the eye
896	ἐπαργέμοισι	επαργεμοισι	896	a-p---fd-	ἐπάργεμος	επαργεμος	having a film over the eye
897	ἐπαργέμους	επαργεμους	897	a-p---ma-	ἐπάργεμος	επαργεμος	having a film over the eye
898	ἐπαργέμοισι	επαργεμοισι	898	a-p---md-	ἐπάργεμος	επαργεμος	having a film over the eye
899	ἐπάργεμα	επαργεμα	899	a-p---na-	ἐπάργεμος	επαργεμος	having a film over the eye
900	ἐπαργέμοισι	επαργεμοισι	900	a-p---nd-	ἐπάργεμος	επαργεμος	having a film over the eye
901	ἐπάργεμα	επαργεμα	901	a-p---nn-	ἐπάργεμος	επαργεμος	having a film over the eye
